n_levels,seed,rmse_mean,mae_mean,d1_rmse_mean,d2_rmse_mean,aic,bic,structure_score,vr_physical_response_score,vr_late_bias_pass,high_vr_valley_depth_pass,flatline_guard_pass,segment_rmse_mean,segment_d1_rmse_mean,segment_d2_rmse_mean,structure_segment_count,n_params,sse_total,n_points,energy_cluster_status,cluster_count,effective_distinct_level_count,channel_degeneracy_status,channel_degeneracy_reasons,scorecard_path,V_exc,V_exc_weighted,effective_excitation_mean,effective_excitation_std,damping,osc_amp,phase,forward_reverse_status,level_energy_01,seed_count,rmse_seed_mean,rmse_seed_std,rmse_seed_iqr,cv_rmse_mean,level_energy_02,level_energy_03,level_energy_04,level_energy_05,level_energy_06,level_energy_07,level_energy_08
1,0,0.11053280979394912,0.09052776843309403,0.06206448748707771,0.05743073672056198,-3459.6080453070367,-3276.665196487713,0.10373135855831936,0.7946930680333114,True,False,True,0.09534360404233148,0.07032579709349855,0.06775874033190073,40,39,9.93732750415802,805,separated,0,1,degenerate,['top_heavy'],output/ablation/no_forward_anchor_gap/fullscan/levels/L01/seeds/seed_000/full/scorecard.json,11.018064498901367,11.018064498901367,11.018064498901367,0.0,0.00358195579610765,0.4435034692287445,5.602404594421387,not_evaluated,11.018064498901367,3,0.11053280979394912,0.0,0.0,0.11053280979394912,,,,,,,
2,0,0.07953361347317696,0.06294059306383133,0.04462374448776245,0.044250454753637314,-3945.3431039973316,-3753.0185706231705,0.06680242992695772,0.5711129586386487,True,True,True,0.061011789134925755,0.048140594292316555,0.048829068140015607,40,41,5.408282577991486,805,separated,0,2,balanced,[],output/ablation/no_forward_anchor_gap/fullscan/levels/L02/seeds/seed_000/full/scorecard.json,11.552387237548828,11.6748505813527,11.6748505813527,0.13051769577000116,0.0037866844795644283,0.47598356008529663,-1.4914608001708984,not_evaluated,11.552387237548828,3,0.07953361347317696,0.0,0.0,0.07953361347317696,11.813952445983887,,,,,,
3,0,0.0803103543817997,0.0634648211300373,0.04475491717457771,0.0424697034060955,-3930.131535226231,-3728.4253172972326,0.06765072428295242,0.5769516261127906,True,True,True,0.06198994694539013,0.04748947188400053,0.0455915074581121,40,43,5.484132945537567,805,separated,0,3,balanced,[],output/ablation/no_forward_anchor_gap/fullscan/levels/L03/seeds/seed_000/full/scorecard.json,11.43387222290039,11.668810697950903,11.668810697950903,0.16818198862505254,0.003595758695155382,0.48060929775238037,-1.509751319885254,not_evaluated,11.43387222290039,3,0.0803103543817997,0.0,0.0,0.0803103543817997,11.677237510681152,11.910240173339844,,,,,
4,0,0.07916414886713027,0.05956764966249466,0.04030292481184006,0.03726870641112327,-3925.963117750942,-3714.8752152671063,0.05476388244665248,0.4610366283393488,True,True,True,0.05016805365188798,0.03813091995856048,0.03913683994542257,40,45,5.485280424356461,805,separated,0,4,degenerate,['low_weight'],output/ablation/no_forward_anchor_gap/fullscan/levels/L04/seeds/seed_000/full/scorecard.json,11.562005996704102,12.12321452442945,12.12321452442945,0.8621530383158786,0.003902748692780733,0.5545883774757385,-1.4458041191101074,not_evaluated,11.562005996704102,3,0.07916414886713027,0.0,0.0,0.07916414886713027,11.810688018798828,12.860075950622559,14.107952117919922,,,,
5,0,0.07681016996502876,0.057909106463193895,0.040242084115743634,0.036591780930757524,-3984.2051655700693,-3763.7355785313966,0.055834462588190824,0.34266888368420484,True,True,True,0.05136574644611321,0.03731646127224146,0.036853500742673385,40,47,5.077144026756287,805,separated,0,5,balanced,[],output/ablation/no_forward_anchor_gap/fullscan/levels/L05/seeds/seed_000/full/scorecard.json,11.470215797424316,12.137325166190976,12.137325166190976,0.8872658342178692,0.004739407449960709,0.6048728227615356,-1.5495238304138184,not_evaluated,11.470215797424316,3,0.07681016996502876,0.0,0.0,0.07681016996502876,11.693225860595703,12.044180870056152,12.97361946105957,14.107077598571777,,,
6,0,0.07642268761992455,0.057582853734493254,0.039230228215456006,0.035567674413323404,-3985.9808538179623,-3756.129582224453,0.054264793691383845,0.3456835448741913,True,True,True,0.049949597443258685,0.035994360852848024,0.03578800814201767,40,49,5.040847063064575,805,separated,0,6,balanced,[],output/ablation/no_forward_anchor_gap/fullscan/levels/L06/seeds/seed_000/full/scorecard.json,11.452756881713867,12.193806329800665,12.193806329800665,0.9347582387486952,0.004595525097101927,0.613611102104187,-1.5222373008728027,not_evaluated,11.452756881713867,3,0.07642268761992455,0.0,0.0,0.07642268761992455,11.690095901489258,12.037281036376953,12.859004020690918,13.761129379272461,14.399319648742676,,
7,0,0.07575039342045783,0.05746985301375389,0.038510110974311826,0.03502247184514999,-3994.864191212895,-3755.6312350645485,0.053344884612354884,0.2967732926694358,True,True,True,0.04908139672682612,0.03551475522157507,0.03560061816856279,40,51,4.960814744234085,805,separated,0,7,balanced,[],output/ablation/no_forward_anchor_gap/fullscan/levels/L07/seeds/seed_000/full/scorecard.json,11.444011688232422,12.260896499711777,12.260896499711777,0.9800954344020009,0.004561829846352339,0.6217166185379028,-1.4237613677978516,not_evaluated,11.444011688232422,3,0.07575039342045783,0.0,0.0,0.07575039342045783,11.703145027160645,12.055091857910156,12.801985740661621,13.456308364868164,14.066463470458984,14.746845245361328,
8,0,0.07961174324154854,0.059873859584331515,0.03971381038427353,0.035772568359971044,-3904.794906036548,-3656.1802653333643,0.05394338009555026,0.507945413511943,True,True,True,0.049481575988273935,0.0372475249720063,0.0368525805037848,40,53,5.520609974861145,805,separated,0,8,degenerate,['low_weight'],output/ablation/no_forward_anchor_gap/fullscan/levels/L08/seeds/seed_000/full/scorecard.json,11.277790069580078,12.18789643594016,12.18789643594016,0.9812047629545759,0.003803161671385169,0.5774705410003662,-1.5873146057128906,not_evaluated,11.277790069580078,3,0.07961174324154854,0.0,0.0,0.07961174324154854,11.622027397155762,11.81860637664795,12.446717262268066,13.071722030639648,13.702688217163086,14.183277130126953,14.821568489074707

