n_levels,seed,segment_count,segment_rmse_mean,segment_d1_rmse_mean,segment_d2_rmse_mean,position_error_abs_mean,amplitude_error_abs_mean,contrast_error_mean,flatline_guard_pass
1,0,31,0.06445741674331898,0.052124692827645126,0.05580676583185776,0.8870967741935484,0.06415928948310114,0.03028063379949139,True
1,1,31,0.06445741674331898,0.052124692827645126,0.05580676583185776,0.8870967741935484,0.06415928948310114,0.03028063379949139,True
1,2,31,0.06445741674331898,0.052124692827645126,0.05580676583185776,0.8870967741935484,0.06415928948310114,0.03028063379949139,True
2,0,31,0.063846990749223,0.04970504032123296,0.050637032047431016,0.8709677419354839,0.062448397759468324,0.06648375911097373,True
2,1,31,0.063846990749223,0.04970504032123296,0.050637032047431016,0.8709677419354839,0.062448397759468324,0.06648375911097373,True
2,2,31,0.063846990749223,0.04970504032123296,0.050637032047431016,0.8709677419354839,0.062448397759468324,0.06648375911097373,True
3,0,31,0.0646746038305189,0.04848578120268303,0.04599344948529272,0.8548387096774194,0.06344699378936522,0.058694964455020045,True
3,1,31,0.0646746038305189,0.04848578120268303,0.04599344948529272,0.8548387096774194,0.06344699378936522,0.058694964455020045,True
3,2,31,0.0646746038305189,0.04848578120268303,0.04599344948529272,0.8548387096774194,0.06344699378936522,0.058694964455020045,True
4,0,31,0.05313293889677137,0.037669249429909214,0.03885999543314403,0.45161290322580644,0.05072925744518157,0.06123446552984176,True
4,1,31,0.05313293889677137,0.037669249429909214,0.03885999543314403,0.45161290322580644,0.05072925744518157,0.06123446552984176,True
4,2,31,0.05313293889677137,0.037669249429909214,0.03885999543314403,0.45161290322580644,0.05072925744518157,0.06123446552984176,True
5,0,31,0.05350568625478047,0.03762053079349064,0.0372927583813861,0.45161290322580644,0.05048823645037989,0.05748359666716668,True
5,1,31,0.05350568625478047,0.03762053079349064,0.0372927583813861,0.45161290322580644,0.05048823645037989,0.05748359666716668,True
5,2,31,0.05350568625478047,0.03762053079349064,0.0372927583813861,0.45161290322580644,0.05048823645037989,0.05748359666716668,True
6,0,31,0.053925683014400226,0.03750561011851145,0.03717681086061703,0.45161290322580644,0.05025376812104256,0.053266907891919534,True
6,1,31,0.053925683014400226,0.03750561011851145,0.03717681086061703,0.45161290322580644,0.05025376812104256,0.053266907891919534,True
6,2,31,0.053925683014400226,0.03750561011851145,0.03717681086061703,0.45161290322580644,0.05025376812104256,0.053266907891919534,True
7,0,31,0.05352195199413767,0.03709497753573372,0.037196865615536055,0.46774193548387094,0.049938321113586426,0.05552584605832254,True
7,1,31,0.05352195199413767,0.03709497753573372,0.037196865615536055,0.46774193548387094,0.049938321113586426,0.05552584605832254,True
7,2,31,0.05352195199413767,0.03709497753573372,0.037196865615536055,0.46774193548387094,0.049938321113586426,0.05552584605832254,True
8,0,31,0.05358454217255832,0.03745222620308683,0.03711942559749684,0.4838709677419355,0.04948319638929059,0.05545527319754324,True
8,1,31,0.05358454217255832,0.03745222620308683,0.03711942559749684,0.4838709677419355,0.04948319638929059,0.05545527319754324,True
8,2,31,0.05358454217255832,0.03745222620308683,0.03711942559749684,0.4838709677419355,0.04948319638929059,0.05545527319754324,True
