n_levels,forward_main_spacing,learned_effective_spacing,spacing_abs_delta,spacing_rel_delta,level_anchor_mean_abs_delta,forward_confidence,spacing_tolerance_rel,envelope_consistency_status,status,soft_constraint_only
1,11.5,11.697979927062988,0.19797992706298828,0.017215645831564198,0.19797992706298828,0.9475202202349895,0.2,compatible,consistent,True
2,11.5,11.678936074399928,0.1789360743999282,0.015559658643472018,0.0653996467590332,0.9475202202349895,0.2,compatible,consistent,True
3,11.5,11.671644075289535,0.17164407528953518,0.014925571764307408,0.0716409683227539,0.9475202202349895,0.2,compatible,consistent,True
4,11.5,12.0899626917288,0.5899626917288003,0.05130110362859133,0.5889999866485596,0.9475202202349895,0.2,compatible,consistent,True
5,11.5,12.099730371541497,0.5997303715414972,0.05215046709056498,0.46659698486328127,0.9475202202349895,0.2,compatible,consistent,True
6,11.5,12.14087468309576,0.6408746830957597,0.055728233312674756,0.4453392028808594,0.9475202202349895,0.2,compatible,consistent,True
7,11.5,12.16557707340121,0.6655770734012094,0.05787626725227908,0.4365415573120117,0.9475202202349895,0.2,compatible,consistent,True
8,11.5,12.133548977378151,0.6335489773781511,0.05509121542418705,0.4361354112625122,0.9475202202349895,0.2,compatible,consistent,True
