n_levels,composite_rank_score,rmse_rank,cv_rank,d1_rank,d2_rank,structure_rank,physical_rank,bic_rank,aic_rank,degeneracy_penalty,rmse_mean,cv_rmse_mean,d1_rmse_mean,d2_rmse_mean,structure_score,vr_physical_response_score,bic,aic,channel_degeneracy_status,channel_degeneracy_reasons,energy_cluster_status,effective_distinct_level_count
1,52.0,6.0,6.0,8.0,8.0,8.0,8.0,2.0,6.0,1.0,0.08177859615534544,0.08177859615534544,0.046881942078471184,0.0506536066532135,0.07078602134272065,0.7069734259834135,-2946.390498045431,-3107.2276521851877,degenerate,['top_heavy'],separated,1
2,49.0,7.0,7.0,7.0,7.0,6.0,6.0,4.0,7.0,0.0,0.08241280354559422,0.08241280354559422,0.0457844790071249,0.04583952762186527,0.06983023542229491,0.6583357862825316,-2931.4669716556523,-3101.239523247618,balanced,[],separated,2
3,53.75,8.0,8.0,6.0,6.0,7.0,7.0,6.0,8.0,0.0,0.08318622782826424,0.08318622782826424,0.04567227605730295,0.04336490947753191,0.07044305094049305,0.6594426251523864,-2910.523777696252,-3089.2317267404264,balanced,[],separated,3
4,14.75,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,0.07912996970117092,0.07912996970117092,0.04037688672542572,0.037261128425598145,0.05767706374842517,0.4126790299163602,-2949.023163516928,-3136.666510013311,degenerate,['low_weight'],separated,4
5,22.75,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,0.0,0.0794314881786704,0.0794314881786704,0.04070842359215021,0.037077248096466064,0.058013594501757255,0.44230183934777734,-2933.876835096124,-3130.4555790447157,balanced,[],separated,5
6,31.75,4.0,4.0,4.0,2.0,5.0,4.0,5.0,3.0,1.0,0.07960396446287632,0.07960396446287632,0.04043722432106733,0.03616875968873501,0.05841978024346371,0.4596236966005186,-2919.916541456427,-3125.430682857227,degenerate,['low_weight'],separated,6
7,23.5,3.0,3.0,1.0,1.0,2.0,3.0,7.0,4.0,1.0,0.07949986308813095,0.07949986308813095,0.04005569964647293,0.035474784672260284,0.05797538706002176,0.45927569391281625,-2908.056485436207,-3122.506024289216,degenerate,['low_weight'],separated,7
8,36.5,5.0,5.0,2.0,3.0,4.0,5.0,8.0,5.0,1.0,0.07965734135359526,0.07965734135359526,0.04027135390788317,0.036390154622495174,0.058072153304816944,0.47114916812113633,-2893.2070467154354,-3116.591983020653,degenerate,['low_weight'],separated,8
