n_levels,seed,curve_id,vr_class,segment_count,segment_rmse_mean,segment_d1_rmse_mean,segment_d2_rmse_mean,position_error_abs_mean,amplitude_error_abs_mean,target_oscillation_range,pred_oscillation_range,oscillation_ratio,flatline_guard_pass
1,0,1,0.0,7,0.07489870999557018,0.052621517176105956,0.03891270030416278,1.4285714285714286,0.07317493643079485,2.8450000286102295,2.7963273376226425,0.9828918486825593,True
1,0,2,4.0,8,0.05425067781481443,0.045323657805936265,0.05400167976990757,0.3125,0.05258374661207199,2.609999895095825,2.5545323118567467,0.9787480515446373,True
1,0,4,8.0,8,0.060028435025997175,0.055554033127032915,0.07016244929350682,1.375,0.06522677093744278,2.2760000228881836,2.2941009998321533,1.0079529774876717,True
1,0,5,10.0,8,0.06995700579342555,0.055061666245062965,0.05803847576889198,0.5,0.06677865982055664,1.9759999513626099,1.9771802425384521,1.0005973133628006,True
1,1,1,0.0,7,0.07489870999557018,0.052621517176105956,0.03891270030416278,1.4285714285714286,0.07317493643079485,2.8450000286102295,2.7963273376226425,0.9828918486825593,True
1,1,2,4.0,8,0.05425067781481443,0.045323657805936265,0.05400167976990757,0.3125,0.05258374661207199,2.609999895095825,2.5545323118567467,0.9787480515446373,True
1,1,4,8.0,8,0.060028435025997175,0.055554033127032915,0.07016244929350682,1.375,0.06522677093744278,2.2760000228881836,2.2941009998321533,1.0079529774876717,True
1,1,5,10.0,8,0.06995700579342555,0.055061666245062965,0.05803847576889198,0.5,0.06677865982055664,1.9759999513626099,1.9771802425384521,1.0005973133628006,True
1,2,1,0.0,7,0.07489870999557018,0.052621517176105956,0.03891270030416278,1.4285714285714286,0.07317493643079485,2.8450000286102295,2.7963273376226425,0.9828918486825593,True
1,2,2,4.0,8,0.05425067781481443,0.045323657805936265,0.05400167976990757,0.3125,0.05258374661207199,2.609999895095825,2.5545323118567467,0.9787480515446373,True
1,2,4,8.0,8,0.060028435025997175,0.055554033127032915,0.07016244929350682,1.375,0.06522677093744278,2.2760000228881836,2.2941009998321533,1.0079529774876717,True
1,2,5,10.0,8,0.06995700579342555,0.055061666245062965,0.05803847576889198,0.5,0.06677865982055664,1.9759999513626099,1.9771802425384521,1.0005973133628006,True
2,0,1,0.0,7,0.07422413714348183,0.048916180444950975,0.034848695508180226,1.2857142857142858,0.07276298318590436,2.8450000286102295,2.7944459915161133,0.9822305671051921,True
2,0,2,4.0,8,0.05348273338210055,0.040675869432987816,0.0463785778633599,0.3125,0.053621143102645874,2.609999895095825,2.524725526571274,0.9673278268383146,True
2,0,4,8.0,8,0.05915987841517187,0.052662132858687385,0.06536346196231338,1.375,0.06494170054793358,2.2760000228881836,2.23262095451355,0.9809406555630932,True
2,0,5,10.0,8,0.06981835735542008,0.05646737106377043,0.05398385078846418,0.5625,0.059757087379693985,1.9759999513626099,1.8912636041641235,0.9571172321436274,True
2,1,1,0.0,7,0.07422413714348183,0.048916180444950975,0.034848695508180226,1.2857142857142858,0.07276298318590436,2.8450000286102295,2.7944459915161133,0.9822305671051921,True
2,1,2,4.0,8,0.05348273338210055,0.040675869432987816,0.0463785778633599,0.3125,0.053621143102645874,2.609999895095825,2.524725526571274,0.9673278268383146,True
2,1,4,8.0,8,0.05915987841517187,0.052662132858687385,0.06536346196231338,1.375,0.06494170054793358,2.2760000228881836,2.23262095451355,0.9809406555630932,True
2,1,5,10.0,8,0.06981835735542008,0.05646737106377043,0.05398385078846418,0.5625,0.059757087379693985,1.9759999513626099,1.8912636041641235,0.9571172321436274,True
2,2,1,0.0,7,0.07422413714348183,0.048916180444950975,0.034848695508180226,1.2857142857142858,0.07276298318590436,2.8450000286102295,2.7944459915161133,0.9822305671051921,True
2,2,2,4.0,8,0.05348273338210055,0.040675869432987816,0.0463785778633599,0.3125,0.053621143102645874,2.609999895095825,2.524725526571274,0.9673278268383146,True
2,2,4,8.0,8,0.05915987841517187,0.052662132858687385,0.06536346196231338,1.375,0.06494170054793358,2.2760000228881836,2.23262095451355,0.9809406555630932,True
