excluded_vr,selected_k,selected_composite_rank_score,selected_rmse_mean,selected_d1_rmse_mean,selected_d2_rmse_mean,selected_bic,selected_aic,selected_structure_score,selected_physical_score,best_k_by_fit,best_k_by_d1_rmse,best_k_by_d2_rmse,best_k_by_structure,best_k_by_physical_response,best_k_by_bic,best_k_by_aic,sweep_dir
0.0,6,21.25,0.05674401856958866,0.028608345426619053,0.027865083422511816,-3350.429366300642,-3555.9435077014423,0.03475133458073935,0.19157786921757022,6,8,8,8,5,1,1,output/robustness/leave_one_vr_out/vr_0p0/fullscan
4.0,4,12.75,0.07430699188262224,0.03982927743345499,0.03727608826011419,-3006.4318052928625,-3194.0751517892454,0.055183100442990594,0.23063004259171527,4,8,8,4,4,4,4,output/robustness/leave_one_vr_out/vr_4p0/fullscan
6.0,4,14.75,0.07912996970117092,0.04037688672542572,0.037261128425598145,-2949.023163516928,-3136.666510013311,0.05767706374842517,0.4126790299163602,4,7,7,4,4,4,4,output/robustness/leave_one_vr_out/vr_6p0/fullscan
8.0,4,19.5,0.08295425027608871,0.042596795596182346,0.038086701184511185,-2904.6373257204073,-3092.28067221679,0.06085874886264462,0.19411450963679366,4,7,7,5,4,4,4,output/robustness/leave_one_vr_out/vr_8p0/fullscan
10.0,1,22.75,0.07033821288496256,0.03453748533502221,0.03068037750199437,-3156.0156239116827,-3316.8527780514396,0.046990381027374094,0.28846311375377626,1,1,8,8,5,1,1,output/robustness/leave_one_vr_out/vr_10p0/fullscan

