n_levels,composite_rank_score,rmse_rank,cv_rank,d1_rank,d2_rank,structure_rank,physical_rank,bic_rank,aic_rank,degeneracy_penalty,rmse_mean,cv_rmse_mean,d1_rmse_mean,d2_rmse_mean,structure_score,vr_physical_response_score,bic,aic,channel_degeneracy_status,channel_degeneracy_reasons,energy_cluster_status,effective_distinct_level_count
1,52.0,6.0,6.0,8.0,8.0,8.0,8.0,2.0,6.0,1.0,0.08588171191513538,0.08588171191513538,0.04898256063461304,0.05142731964588165,0.07465181674872996,0.5731714353328797,-2903.8165606788994,-3064.653714818656,degenerate,['top_heavy'],separated,1
2,48.0,7.0,7.0,6.0,7.0,6.0,6.0,4.0,7.0,0.0,0.08625826984643936,0.08625826984643936,0.046948155388236046,0.04505013581365347,0.07223571706001745,0.5092621128248975,-2886.4159818785183,-3056.188533470484,balanced,[],separated,2
3,54.75,8.0,8.0,7.0,6.0,7.0,7.0,6.0,8.0,0.0,0.08709228411316872,0.08709228411316872,0.046994706615805626,0.04368713591247797,0.07296394992661086,0.5256218869027084,-2864.2310287446894,-3042.9389777888637,balanced,[],separated,3
4,19.5,1.0,1.0,5.0,5.0,4.0,1.0,1.0,1.0,0.0,0.08295425027608871,0.08295425027608871,0.042596795596182346,0.038086701184511185,0.06085874886264462,0.19411450963679366,-2904.6373257204073,-3092.28067221679,balanced,[],separated,4
5,20.25,2.0,2.0,4.0,4.0,1.0,2.0,3.0,2.0,1.0,0.0830900352448225,0.0830900352448225,0.04252536501735449,0.037640261463820934,0.06055791383597414,0.19692671371669304,-2889.9804101974887,-3086.5591541460803,degenerate,['low_weight'],separated,5
6,26.25,3.0,3.0,2.0,3.0,3.0,4.0,5.0,3.0,1.0,0.08315015397965908,0.08315015397965908,0.04229612462222576,0.03670924436300993,0.06067179106828587,0.22200160758282111,-2876.33976046587,-3081.85390186667,degenerate,['low_weight'],separated,6
7,25.5,4.0,4.0,1.0,1.0,2.0,3.0,7.0,4.0,1.0,0.08318106457591057,0.08318106457591057,0.04200609214603901,0.036210534162819386,0.0606068529501664,0.21733214700125097,-2863.4668241097083,-3077.9163629627174,degenerate,['low_weight'],separated,7
8,36.75,5.0,5.0,3.0,2.0,5.0,5.0,8.0,5.0,0.0,0.08354431204497814,0.08354431204497814,0.042342654429376125,0.03632199391722679,0.0611772957810659,0.24412825219030304,-2847.053344604446,-3070.4382809096637,balanced,[],separated,8
