n_levels,forward_main_spacing,learned_effective_spacing,spacing_abs_delta,spacing_rel_delta,level_anchor_mean_abs_delta,forward_confidence,spacing_tolerance_rel,envelope_consistency_status,status,soft_constraint_only
1,11.5,11.626520156860352,0.12652015686035156,0.011001752770465353,0.12652015686035156,0.9475202202349895,0.2,compatible,consistent,True
2,11.5,11.651849182511114,0.15184918251111412,0.01320427674009688,0.03071737289428711,0.9475202202349895,0.2,compatible,consistent,True
3,11.5,11.652771325582052,0.15277132558205153,0.013284463094091438,0.07351207733154297,0.9475202202349895,0.2,compatible,consistent,True
4,11.5,12.015737895809764,0.5157378958097638,0.04484677354867511,0.5527665615081787,0.9475202202349895,0.2,compatible,consistent,True
5,11.5,12.072450467093773,0.5724504670937733,0.04977830148641507,0.45465812683105467,0.9475202202349895,0.2,compatible,consistent,True
6,11.5,12.111913849963202,0.6119138499632015,0.053209899996800133,0.45072253545125324,0.9475202202349895,0.2,compatible,consistent,True
7,11.5,12.138114742837,0.6381147428370006,0.05548823850756528,0.426318849836077,0.9475202202349895,0.2,compatible,consistent,True
8,11.5,12.117140221685009,0.617140221685009,0.053664367103044265,0.4276207685470581,0.9475202202349895,0.2,compatible,consistent,True
