n_levels,seed,vr_class,curve_count,segment_rmse_mean,segment_d1_rmse_mean,segment_d2_rmse_mean,flatline_guard_pass
4,2,10.0,1,0.06806939818332372,0.044738888523055687,0.03918935512770104,True
5,0,0.0,1,0.06397698496142169,0.04345634544311635,0.03113047963857401,True
5,0,4.0,1,0.040794940731073676,0.03231835563596659,0.03889178488582342,True
5,0,6.0,1,0.05304889012714492,0.03675139404313897,0.04499406760809946,True
5,0,10.0,1,0.06722138813362369,0.04352771013147751,0.03494544997366101,True
5,1,0.0,1,0.06397698496142169,0.04345634544311635,0.03113047963857401,True
5,1,4.0,1,0.040794940731073676,0.03231835563596659,0.03889178488582342,True
5,1,6.0,1,0.05304889012714492,0.03675139404313897,0.04499406760809946,True
5,1,10.0,1,0.06722138813362369,0.04352771013147751,0.03494544997366101,True
5,2,0.0,1,0.06397698496142169,0.04345634544311635,0.03113047963857401,True
5,2,4.0,1,0.040794940731073676,0.03231835563596659,0.03889178488582342,True
5,2,6.0,1,0.05304889012714492,0.03675139404313897,0.04499406760809946,True
5,2,10.0,1,0.06722138813362369,0.04352771013147751,0.03494544997366101,True
6,0,0.0,1,0.06392719260738772,0.04323029393958073,0.030694105600707348,True
6,0,4.0,1,0.04061075620054508,0.0326170479390798,0.03931084288238493,True
6,0,6.0,1,0.05387130134439914,0.037019545603595244,0.045887128994422086,True
6,0,10.0,1,0.06699299059160466,0.042662301850532526,0.03554006249834362,True
6,1,0.0,1,0.06392719260738772,0.04323029393958073,0.030694105600707348,True
6,1,4.0,1,0.04061075620054508,0.0326170479390798,0.03931084288238493,True
6,1,6.0,1,0.05387130134439914,0.037019545603595244,0.045887128994422086,True
6,1,10.0,1,0.06699299059160466,0.042662301850532526,0.03554006249834362,True
6,2,0.0,1,0.06392719260738772,0.04323029393958073,0.030694105600707348,True
6,2,4.0,1,0.04061075620054508,0.0326170479390798,0.03931084288238493,True
6,2,6.0,1,0.05387130134439914,0.037019545603595244,0.045887128994422086,True
6,2,10.0,1,0.06699299059160466,0.042662301850532526,0.03554006249834362,True
7,0,0.0,1,0.06329736292084318,0.043237931512552806,0.029803086301510177,True
7,0,4.0,1,0.04020836595814254,0.03211837644784207,0.038728427207876684,True
7,0,6.0,1,0.054086780923331204,0.03694599807990079,0.04619785166204032,True
7,0,10.0,1,0.06749862000479578,0.042713339224207045,0.036455758393493735,True
7,1,0.0,1,0.06329736292084318,0.043237931512552806,0.029803086301510177,True
7,1,4.0,1,0.04020836595814254,0.03211837644784207,0.038728427207876684,True
7,1,6.0,1,0.054086780923331204,0.03694599807990079,0.04619785166204032,True
7,1,10.0,1,0.06749862000479578,0.042713339224207045,0.036455758393493735,True
7,2,0.0,1,0.06329736292084318,0.043237931512552806,0.029803086301510177,True
7,2,4.0,1,0.04020836595814254,0.03211837644784207,0.038728427207876684,True
7,2,6.0,1,0.054086780923331204,0.03694599807990079,0.04619785166204032,True
7,2,10.0,1,0.06749862000479578,0.042713339224207045,0.036455758393493735,True
8,0,0.0,1,0.06258627795187309,0.04292148421099891,0.030506748766147812,True
8,0,4.0,1,0.04089628919731204,0.03299900267369784,0.03951002061317649,True
8,0,6.0,1,0.05486735267262458,0.03711050002891287,0.044929802850161966,True
8,0,10.0,1,0.06864947494911353,0.04412096862530932,0.034855334091542275,True
8,1,0.0,1,0.06258627795187309,0.04292148421099891,0.030506748766147812,True
8,1,4.0,1,0.04089628919731204,0.03299900267369784,0.03951002061317649,True
8,1,6.0,1,0.05486735267262458,0.03711050002891287,0.044929802850161966,True
8,1,10.0,1,0.06864947494911353,0.04412096862530932,0.034855334091542275,True
8,2,0.0,1,0.06258627795187309,0.04292148421099891,0.030506748766147812,True
8,2,4.0,1,0.04089628919731204,0.03299900267369784,0.03951002061317649,True
8,2,6.0,1,0.05486735267262458,0.03711050002891287,0.044929802850161966,True
8,2,10.0,1,0.06864947494911353,0.04412096862530932,0.034855334091542275,True
