n_levels,seed,curve_id,vr_class,segment_count,segment_rmse_mean,segment_d1_rmse_mean,segment_d2_rmse_mean,position_error_abs_mean,amplitude_error_abs_mean,target_oscillation_range,pred_oscillation_range,oscillation_ratio,flatline_guard_pass
1,0,1,0.0,7,0.07090743790384406,0.05069267154193759,0.03815326154211666,1.2142857142857142,0.07270596708570208,2.8450000286102295,2.7994940876960754,0.9840049418430469,True
1,0,2,4.0,8,0.055416393450576834,0.04656515511851471,0.060679069786508735,0.3125,0.05471725016832352,2.609999895095825,2.553035795688629,0.9781746736794008,True
1,0,3,6.0,9,0.06919498363873824,0.057502156013541805,0.07371196789341423,1.3333333333333333,0.06436004241307576,2.499000072479248,2.5156116485595703,1.0066472891550746,True
1,0,5,10.0,8,0.07686691851169211,0.06013635642054532,0.06605275287693996,0.5,0.0673111192882061,1.9759999513626099,1.954089879989624,0.9889119069269829,True
1,1,1,0.0,7,0.07090743790384406,0.05069267154193759,0.03815326154211666,1.2142857142857142,0.07270596708570208,2.8450000286102295,2.7994940876960754,0.9840049418430469,True
1,1,2,4.0,8,0.055416393450576834,0.04656515511851471,0.060679069786508735,0.3125,0.05471725016832352,2.609999895095825,2.553035795688629,0.9781746736794008,True
1,1,3,6.0,9,0.06919498363873824,0.057502156013541805,0.07371196789341423,1.3333333333333333,0.06436004241307576,2.499000072479248,2.5156116485595703,1.0066472891550746,True
1,1,5,10.0,8,0.07686691851169211,0.06013635642054532,0.06605275287693996,0.5,0.0673111192882061,1.9759999513626099,1.954089879989624,0.9889119069269829,True
1,2,1,0.0,7,0.07090743790384406,0.05069267154193759,0.03815326154211666,1.2142857142857142,0.07270596708570208,2.8450000286102295,2.7994940876960754,0.9840049418430469,True
1,2,2,4.0,8,0.055416393450576834,0.04656515511851471,0.060679069786508735,0.3125,0.05471725016832352,2.609999895095825,2.553035795688629,0.9781746736794008,True
1,2,3,6.0,9,0.06919498363873824,0.057502156013541805,0.07371196789341423,1.3333333333333333,0.06436004241307576,2.499000072479248,2.5156116485595703,1.0066472891550746,True
1,2,5,10.0,8,0.07686691851169211,0.06013635642054532,0.06605275287693996,0.5,0.0673111192882061,1.9759999513626099,1.954089879989624,0.9889119069269829,True
2,0,1,0.0,7,0.07291710804622588,0.04877724587913491,0.03734507357471895,1.2142857142857142,0.07134861605507987,2.8450000286102295,2.7966920137405396,0.9830200300935363,True
