n_levels,seed,curve_id,vr_class,late_va_min,late_bias_fit_minus_target,late_target_range,late_pred_range,late_valley_count,late_valley_lift_mean,is_high_vr
1,0,1,0.0,60.0,-0.012364085127667682,0.6150000095367432,0.7851204872131348,1,0.02168416976928711,False
1,0,2,4.0,60.0,-0.005377656076012588,1.0489999055862427,1.0714958906173706,1,0.03428959846496582,False
1,0,3,6.0,60.0,-0.0032007345339147056,1.439000129699707,1.3371402025222778,1,0.07163727283477783,False
1,0,4,8.0,60.0,0.0014062989048841523,1.5730000138282776,1.441218912601471,1,0.05439424514770508,True
1,1,1,0.0,60.0,-0.012364085127667682,0.6150000095367432,0.7851204872131348,1,0.02168416976928711,False
1,1,2,4.0,60.0,-0.005377656076012588,1.0489999055862427,1.0714958906173706,1,0.03428959846496582,False
1,1,3,6.0,60.0,-0.0032007345339147056,1.439000129699707,1.3371402025222778,1,0.07163727283477783,False
1,1,4,8.0,60.0,0.0014062989048841523,1.5730000138282776,1.441218912601471,1,0.05439424514770508,True
1,2,1,0.0,60.0,-0.012364085127667682,0.6150000095367432,0.7851204872131348,1,0.02168416976928711,False
1,2,2,4.0,60.0,-0.005377656076012588,1.0489999055862427,1.0714958906173706,1,0.03428959846496582,False
1,2,3,6.0,60.0,-0.0032007345339147056,1.439000129699707,1.3371402025222778,1,0.07163727283477783,False
1,2,4,8.0,60.0,0.0014062989048841523,1.5730000138282776,1.441218912601471,1,0.05439424514770508,True
2,0,1,0.0,60.0,-0.01137493296367366,0.6150000095367432,0.7870810031890869,1,0.023128032684326172,False
2,0,2,4.0,60.0,-0.006985234051215939,1.0489999055862427,1.0685850381851196,1,0.04066622257232666,False
2,0,3,6.0,60.0,-0.006608218681521532,1.439000129699707,1.3335782289505005,1,0.08030641078948975,False
2,0,4,8.0,60.0,-0.00017947540050599633,1.5730000138282776,1.4338430166244507,1,0.06438565254211426,True
2,1,1,0.0,60.0,-0.01137493296367366,0.6150000095367432,0.7870810031890869,1,0.023128032684326172,False
2,1,2,4.0,60.0,-0.006985234051215939,1.0489999055862427,1.0685850381851196,1,0.04066622257232666,False
2,1,3,6.0,60.0,-0.006608218681521532,1.439000129699707,1.3335782289505005,1,0.08030641078948975,False
2,1,4,8.0,60.0,-0.00017947540050599633,1.5730000138282776,1.4338430166244507,1,0.06438565254211426,True
2,2,1,0.0,60.0,-0.01137493296367366,0.6150000095367432,0.7870810031890869,1,0.023128032684326172,False
2,2,2,4.0,60.0,-0.006985234051215939,1.0489999055862427,1.0685850381851196,1,0.04066622257232666,False
2,2,3,6.0,60.0,-0.006608218681521532,1.439000129699707,1.3335782289505005,1,0.08030641078948975,False
2,2,4,8.0,60.0,-0.00017947540050599633,1.5730000138282776,1.4338430166244507,1,0.06438565254211426,True
3,0,1,0.0,60.0,-0.00944246315374607,0.6150000095367432,0.7878742218017578,1,0.022904157638549805,False
3,0,2,4.0,60.0,-0.007072303353286371,1.0489999055862427,1.0690693855285645,1,0.04694950580596924,False
3,0,3,6.0,60.0,-0.004864788636928651,1.439000129699707,1.334253191947937,1,0.09234106540679932,False
3,0,4,8.0,60.0,-0.0020900615831700767,1.5730000138282776,1.4360997676849365,1,0.076008141040802,True
3,1,1,0.0,60.0,-0.00944246315374607,0.6150000095367432,0.7878742218017578,1,0.022904157638549805,False
3,1,2,4.0,60.0,-0.007072303353286371,1.0489999055862427,1.0690693855285645,1,0.04694950580596924,False
3,1,3,6.0,60.0,-0.004864788636928651,1.439000129699707,1.334253191947937,1,0.09234106540679932,False
3,1,4,8.0,60.0,-0.0020900615831700767,1.5730000138282776,1.4360997676849365,1,0.076008141040802,True
3,2,1,0.0,60.0,-0.00944246315374607,0.6150000095367432,0.7878742218017578,1,0.022904157638549805,False
3,2,2,4.0,60.0,-0.007072303353286371,1.0489999055862427,1.0690693855285645,1,0.04694950580596924,False
3,2,3,6.0,60.0,-0.004864788636928651,1.439000129699707,1.334253191947937,1,0.09234106540679932,False
3,2,4,8.0,60.0,-0.0020900615831700767,1.5730000138282776,1.4360997676849365,1,0.076008141040802,True
4,0,1,0.0,60.0,-0.008344330438753454,0.6150000095367432,0.7884976863861084,1,0.021971702575683594,False
4,0,2,4.0,60.0,-0.007056666583549686,1.0489999055862427,1.0664784908294678,1,0.04708516597747803,False
4,0,3,6.0,60.0,-0.004234831507613019,1.439000129699707,1.3295714855194092,1,0.09212028980255127,False
4,0,4,8.0,60.0,-0.003789573180966261,1.5730000138282776,1.4311272501945496,1,0.07563138008117676,True
4,1,1,0.0,60.0,-0.008344330438753454,0.6150000095367432,0.7884976863861084,1,0.021971702575683594,False
4,1,2,4.0,60.0,-0.007056666583549686,1.0489999055862427,1.0664784908294678,1,0.04708516597747803,False
4,1,3,6.0,60.0,-0.004234831507613019,1.439000129699707,1.3295714855194092,1,0.09212028980255127,False
4,1,4,8.0,60.0,-0.003789573180966261,1.5730000138282776,1.4311272501945496,1,0.07563138008117676,True
4,2,1,0.0,60.0,-0.008344330438753454,0.6150000095367432,0.7884976863861084,1,0.021971702575683594,False
4,2,2,4.0,60.0,-0.007056666583549686,1.0489999055862427,1.0664784908294678,1,0.04708516597747803,False
4,2,3,6.0,60.0,-0.004234831507613019,1.439000129699707,1.3295714855194092,1,0.09212028980255127,False
4,2,4,8.0,60.0,-0.003789573180966261,1.5730000138282776,1.4311272501945496,1,0.07563138008117676,True
5,0,1,0.0,60.0,-0.0046698291127274675,0.6150000095367432,0.7731790542602539,1,0.026421546936035156,False
5,0,2,4.0,60.0,-0.0022254484455759933,1.0489999055862427,1.0433628559112549,1,0.027165651321411133,False
5,0,3,6.0,60.0,-0.0010613610104816716,1.439000129699707,1.3209031820297241,1,0.05408978462219238,False
5,0,4,8.0,60.0,-0.0011687482275613925,1.5730000138282776,1.4456132054328918,1,0.019482433795928955,True
5,1,1,0.0,60.0,-0.0046698291127274675,0.6150000095367432,0.7731790542602539,1,0.026421546936035156,False
5,1,2,4.0,60.0,-0.0022254484455759933,1.0489999055862427,1.0433628559112549,1,0.027165651321411133,False
5,1,3,6.0,60.0,-0.0010613610104816716,1.439000129699707,1.3209031820297241,1,0.05408978462219238,False
5,1,4,8.0,60.0,-0.0011687482275613925,1.5730000138282776,1.4456132054328918,1,0.019482433795928955,True
5,2,1,0.0,60.0,-0.0046698291127274675,0.6150000095367432,0.7731790542602539,1,0.026421546936035156,False
5,2,2,4.0,60.0,-0.0022254484455759933,1.0489999055862427,1.0433628559112549,1,0.027165651321411133,False
5,2,3,6.0,60.0,-0.0010613610104816716,1.439000129699707,1.3209031820297241,1,0.05408978462219238,False
5,2,4,8.0,60.0,-0.0011687482275613925,1.5730000138282776,1.4456132054328918,1,0.019482433795928955,True
6,0,1,0.0,60.0,-0.004065426384530417,0.6150000095367432,0.7727129459381104,1,0.025686979293823242,False
6,0,2,4.0,60.0,-0.0018542772386132217,1.0489999055862427,1.0507285594940186,1,0.0375826358795166,False
6,0,3,6.0,60.0,-0.003460340383576184,1.439000129699707,1.3347666263580322,1,0.0670398473739624,False
