n_levels,seed,segment_count,segment_rmse_mean,segment_d1_rmse_mean,segment_d2_rmse_mean,position_error_abs_mean,amplitude_error_abs_mean,contrast_error_mean,flatline_guard_pass
1,0,32,0.04356216120672618,0.028691563694665415,0.027953172559068692,1.0,0.03919396363198757,0.04959603352472186,True
1,1,32,0.04356216120672618,0.028691563694665415,0.027953172559068692,1.0,0.03919396363198757,0.04959603352472186,True
1,2,32,0.04356216120672618,0.028691563694665415,0.027953172559068692,1.0,0.03919396363198757,0.04959603352472186,True
2,0,32,0.04398466031999572,0.02881138851638272,0.02542635388478111,1.0,0.040733592584729195,0.056176708778366446,True
2,1,32,0.04398466031999572,0.02881138851638272,0.02542635388478111,1.0,0.040733592584729195,0.056176708778366446,True
2,2,32,0.04398466031999572,0.02881138851638272,0.02542635388478111,1.0,0.040733592584729195,0.056176708778366446,True
3,0,32,0.04489913949264186,0.02941583298678572,0.02550328706794164,1.015625,0.04217582568526268,0.05460546584799886,True
3,1,32,0.04489913949264186,0.02941583298678572,0.02550328706794164,1.015625,0.04217582568526268,0.05460546584799886,True
3,2,32,0.04489913949264186,0.02941583298678572,0.02550328706794164,1.015625,0.04217582568526268,0.05460546584799886,True
4,0,32,0.04533464168329627,0.02896677000234734,0.02491011909669011,1.03125,0.04260566830635071,0.058214904740452766,True
4,1,32,0.04533464168329627,0.02896677000234734,0.02491011909669011,1.03125,0.04260566830635071,0.058214904740452766,True
4,2,32,0.04533464168329627,0.02896677000234734,0.02491011909669011,1.03125,0.04260566830635071,0.058214904740452766,True
5,0,32,0.04313681827054509,0.027744029453758277,0.025816424438549278,0.609375,0.042030250653624535,0.0432173041626811,True
5,1,32,0.04313681827054509,0.027744029453758277,0.025816424438549278,0.609375,0.042030250653624535,0.0432173041626811,True
5,2,32,0.04313681827054509,0.027744029453758277,0.025816424438549278,0.609375,0.042030250653624535,0.0432173041626811,True
6,0,32,0.042829512400264266,0.027166063158956102,0.02637897939918103,0.34375,0.04264013282954693,0.04259124770760536,True
6,1,32,0.042829512400264266,0.027166063158956102,0.02637897939918103,0.34375,0.04264013282954693,0.04259124770760536,True
6,2,32,0.042829512400264266,0.027166063158956102,0.02637897939918103,0.34375,0.04264013282954693,0.04259124770760536,True
7,0,32,0.04267785441773063,0.02683154745568996,0.026528328152571296,0.328125,0.04228959418833256,0.044625184033066034,True
7,1,32,0.04267785441773063,0.02683154745568996,0.026528328152571296,0.328125,0.04228959418833256,0.044625184033066034,True
7,2,32,0.04267785441773063,0.02683154745568996,0.026528328152571296,0.328125,0.04228959418833256,0.044625184033066034,True
8,0,32,0.042381298508427284,0.026635749032128772,0.0266065725042847,0.328125,0.04191051609814167,0.04493237310089171,True
8,1,32,0.042381298508427284,0.026635749032128772,0.0266065725042847,0.328125,0.04191051609814167,0.04493237310089171,True
8,2,32,0.042381298508427284,0.026635749032128772,0.0266065725042847,0.328125,0.04191051609814167,0.04493237310089171,True
