n_levels,seed,curve_id,vr_class,segment_count,segment_rmse_mean,segment_d1_rmse_mean,segment_d2_rmse_mean,position_error_abs_mean,amplitude_error_abs_mean,target_oscillation_range,pred_oscillation_range,oscillation_ratio,flatline_guard_pass
1,0,1,0.0,7,0.06249680559021457,0.0375262771091825,0.021796693283681317,0.7857142857142857,0.04718591485704694,2.8450000286102295,2.8150380700826645,0.9894685559837406,True
1,0,2,4.0,8,0.030181647255252162,0.022636264474237652,0.02277876159752191,0.375,0.027561955153942108,2.609999895095825,2.547665446996689,0.9761170687338868,True
1,0,3,6.0,9,0.04217234704777977,0.028451210157752822,0.03106672102758103,1.3333333333333333,0.04093655612733629,2.499000072479248,2.4598443508148193,0.9843314443662331,True
1,0,4,8.0,8,0.04193840225146259,0.0272868864064174,0.03501176085950304,1.4375,0.041872598230838776,2.2760000228881836,2.210217237472534,0.9710971947477519,True
1,1,1,0.0,7,0.06249680559021457,0.0375262771091825,0.021796693283681317,0.7857142857142857,0.04718591485704694,2.8450000286102295,2.8150380700826645,0.9894685559837406,True
1,1,2,4.0,8,0.030181647255252162,0.022636264474237652,0.02277876159752191,0.375,0.027561955153942108,2.609999895095825,2.547665446996689,0.9761170687338868,True
1,1,3,6.0,9,0.04217234704777977,0.028451210157752822,0.03106672102758103,1.3333333333333333,0.04093655612733629,2.499000072479248,2.4598443508148193,0.9843314443662331,True
1,1,4,8.0,8,0.04193840225146259,0.0272868864064174,0.03501176085950304,1.4375,0.041872598230838776,2.2760000228881836,2.210217237472534,0.9710971947477519,True
1,2,1,0.0,7,0.06249680559021457,0.0375262771091825,0.021796693283681317,0.7857142857142857,0.04718591485704694,2.8450000286102295,2.8150380700826645,0.9894685559837406,True
1,2,2,4.0,8,0.030181647255252162,0.022636264474237652,0.02277876159752191,0.375,0.027561955153942108,2.609999895095825,2.547665446996689,0.9761170687338868,True
1,2,3,6.0,9,0.04217234704777977,0.028451210157752822,0.03106672102758103,1.3333333333333333,0.04093655612733629,2.499000072479248,2.4598443508148193,0.9843314443662331,True
1,2,4,8.0,8,0.04193840225146259,0.0272868864064174,0.03501176085950304,1.4375,0.041872598230838776,2.2760000228881836,2.210217237472534,0.9710971947477519,True
2,0,1,0.0,7,0.06217668473438148,0.03703531212547977,0.020420133077595614,0.7857142857142857,0.047776494707380025,2.8450000286102295,2.81417828053236,0.9891663452485356,True
2,0,2,4.0,8,0.030574251341460346,0.02271533266830702,0.020666351241704198,0.375,0.029305584728717804,2.609999895095825,2.5419485047459602,0.9739266693160666,True
2,0,3,6.0,9,0.04334579193146507,0.02894562963913882,0.027456715565384236,1.3333333333333333,0.04334255721833971,2.499000072479248,2.4517087936401367,0.981075919380749,True
2,0,4,8.0,8,0.04219577487304054,0.027560489943397885,0.032282642843466824,1.4375,0.04306397587060928,2.2760000228881836,2.1995162963867188,0.9663955510842179,True
2,1,1,0.0,7,0.06217668473438148,0.03703531212547977,0.020420133077595614,0.7857142857142857,0.047776494707380025,2.8450000286102295,2.81417828053236,0.9891663452485356,True
2,1,2,4.0,8,0.030574251341460346,0.02271533266830702,0.020666351241704198,0.375,0.029305584728717804,2.609999895095825,2.5419485047459602,0.9739266693160666,True
2,1,3,6.0,9,0.04334579193146507,0.02894562963913882,0.027456715565384236,1.3333333333333333,0.04334255721833971,2.499000072479248,2.4517087936401367,0.981075919380749,True
2,1,4,8.0,8,0.04219577487304054,0.027560489943397885,0.032282642843466824,1.4375,0.04306397587060928,2.2760000228881836,2.1995162963867188,0.9663955510842179,True
2,2,1,0.0,7,0.06217668473438148,0.03703531212547977,0.020420133077595614,0.7857142857142857,0.047776494707380025,2.8450000286102295,2.81417828053236,0.9891663452485356,True
2,2,2,4.0,8,0.030574251341460346,0.02271533266830702,0.020666351241704198,0.375,0.029305584728717804,2.609999895095825,2.5419485047459602,0.9739266693160666,True
2,2,3,6.0,9,0.04334579193146507,0.02894562963913882,0.027456715565384236,1.3333333333333333,0.04334255721833971,2.499000072479248,2.4517087936401367,0.981075919380749,True
