n_levels,forward_main_spacing,learned_effective_spacing,spacing_abs_delta,spacing_rel_delta,level_anchor_mean_abs_delta,forward_confidence,spacing_tolerance_rel,envelope_consistency_status,status,soft_constraint_only
1,11.5,11.701786041259766,0.20178604125976562,0.017546612283457882,0.20178604125976562,0.9475202202349895,0.2,compatible,consistent,True
2,11.5,11.685370505023002,0.1853705050230019,0.01611917434982625,0.06924247741699219,0.9475202202349895,0.2,compatible,consistent,True
3,11.5,11.682066568059426,0.182066568059426,0.015831875483428348,0.06218878428141276,0.9475202202349895,0.2,compatible,consistent,True
4,11.5,12.098502495516243,0.598502495516243,0.052043695262282,0.6024987697601318,0.9475202202349895,0.2,compatible,consistent,True
5,11.5,12.11342765933344,0.6134276593334391,0.0533415355942121,0.45252037048339844,0.9475202202349895,0.2,compatible,consistent,True
6,11.5,12.156418257415009,0.6564182574150088,0.05707984847087033,0.4299162228902181,0.9475202202349895,0.2,compatible,consistent,True
7,11.5,12.183623128594206,0.6836231285942063,0.05944548944297446,0.4323681422642299,0.9475202202349895,0.2,compatible,consistent,True
8,11.5,12.206138559036713,0.7061385590367131,0.06140335295971418,0.408156156539917,0.9475202202349895,0.2,compatible,consistent,True
