n_levels,seed,curve_id,curve_idx,vr_class,kind,ordinal,center_va,segment_rmse,segment_d1_rmse,segment_d2_rmse,extremum_position_error,extremum_amplitude_error,contrast_error
1,0,1,0,0.0,peak,1,42.5,0.047319708797456665,0.02442691828018493,0.015395890150134714,-0.5,0.04786825180053711,0.0488935261964798
1,0,1,0,0.0,peak,2,53.0,0.08806228936624524,0.03747354882646305,0.03955589906820179,0.5,0.10239124298095703,0.0488935261964798
1,0,1,0,0.0,peak,3,64.0,0.0954228080797524,0.06154477506588806,0.04482974142088792,1.0,0.09781098365783691,0.0488935261964798
1,0,1,0,0.0,peak,4,75.5,0.07503545603051373,0.06928911046594273,0.062427764791534716,1.5,0.0504610538482666,0.0488935261964798
1,0,1,0,0.0,valley,1,44.0,0.034326189199727,0.04096459126155637,0.01662771017111383,1.5,0.004734158515930176,0.0488935261964798
1,0,1,0,0.0,valley,2,55.5,0.08030200605501543,0.06262922465133294,0.03836502136154978,2.0,0.08917927742004395,0.0488935261964798
1,0,1,0,0.0,valley,3,67.0,0.10386443126156569,0.07800765574071902,0.04648383852167203,2.5,0.11495518684387207,0.0488935261964798
1,0,3,1,6.0,peak,1,32.5,0.05506373065835538,0.0468415859057271,0.02450171826241749,10.0,-0.025307953357696533,0.010139703750610352
1,0,3,1,6.0,peak,2,43.0,0.05018181945349699,0.04021130621991832,0.057187451382547196,-0.5,0.029310226440429688,0.010139703750610352
1,0,3,1,6.0,peak,3,54.0,0.030897795406642524,0.03514639308644675,0.06356163578095253,0.0,0.05376410484313965,0.010139703750610352
1,0,3,1,6.0,peak,4,66.0,0.02485632686798193,0.04723524716579111,0.10463446771770178,0.0,0.016594886779785156,0.010139703750610352
1,0,3,1,6.0,peak,5,77.5,0.047766821716673485,0.056778472885519286,0.08533132967610702,0.0,0.010139703750610352,0.010139703750610352
1,0,3,1,6.0,valley,1,36.5,0.05689720880195457,0.04063905968605772,0.03344761554431967,-1.0,-0.04432147741317749,0.010139703750610352
1,0,3,1,6.0,valley,2,47.5,0.05817703886204041,0.045872652619689654,0.05152705534269222,0.0,0.0683509111404419,0.010139703750610352
1,0,3,1,6.0,valley,3,59.0,0.10808851189751775,0.07236362315210929,0.06487990156804675,0.5,0.14482629299163818,0.010139703750610352
1,0,3,1,6.0,valley,4,71.0,0.09854637380806186,0.07530650458005603,0.07450213008183301,0.0,0.13245046138763428,0.010139703750610352
1,0,4,2,8.0,peak,1,33.0,0.04965004100248542,0.045791423539917546,0.020707560655931493,10.5,0.005538046360015869,0.022978782653808594
1,0,4,2,8.0,peak,2,43.5,0.07004365058346124,0.038517139138977634,0.0557842530618948,0.0,0.06994342803955078,0.022978782653808594
1,0,4,2,8.0,peak,3,55.0,0.04307630058341756,0.04869495076623733,0.10176099999736378,0.0,0.05361175537109375,0.022978782653808594
1,0,4,2,8.0,peak,4,66.5,0.034202260587263104,0.05370992804955444,0.08407295700830132,0.0,0.028600335121154785,0.022978782653808594
1,0,4,2,8.0,valley,1,37.0,0.04589915802581453,0.035177416034619685,0.02192241407006726,-0.5,-0.03126192092895508,0.022978782653808594
1,0,4,2,8.0,valley,2,48.5,0.04637212004771757,0.04320955166929184,0.06525586859170647,0.0,0.0765334963798523,0.022978782653808594
1,0,4,2,8.0,valley,3,60.0,0.07228901146682483,0.07492345605099647,0.09302032331116707,0.0,0.10127663612365723,0.022978782653808594
1,0,4,2,8.0,valley,4,72.0,0.06618039076794231,0.06497331318122808,0.07358056612287871,0.0,0.10036736726760864,0.022978782653808594
1,0,5,3,10.0,peak,1,34.0,0.08550670153276493,0.05505863667358205,0.017721429675145412,-1.0,0.0636407732963562,0.013439178466796875
1,0,5,3,10.0,peak,2,44.5,0.11153768795157666,0.047974862573328295,0.054438142569852715,-0.5,0.11184990406036377,0.013439178466796875
1,0,5,3,10.0,peak,3,56.0,0.06385574911800018,0.05764150321927726,0.10647573394570935,-0.5,0.06998336315155029,0.013439178466796875
1,0,5,3,10.0,peak,4,67.5,0.038833985104860906,0.05445262266022066,0.08250106643048834,0.0,0.039719581604003906,0.013439178466796875
1,0,5,3,10.0,valley,1,38.5,0.055145178767818694,0.04936205291477685,0.02728182894132236,-1.0,0.007687121629714966,0.013439178466796875
1,0,5,3,10.0,valley,2,50.0,0.05096132946052797,0.035951969341858805,0.03378183426483426,-0.5,0.056858986616134644,0.013439178466796875
1,0,5,3,10.0,valley,3,61.5,0.03667154691603115,0.042223309703039655,0.039499913440756436,-0.5,0.049145251512527466,0.013439178466796875
1,0,5,3,10.0,valley,4,73.0,0.06935778086845278,0.05997069503479827,0.049545066926715446,0.0,0.07505589723587036,0.013439178466796875
1,1,1,0,0.0,peak,1,42.5,0.047319708797456665,0.02442691828018493,0.015395890150134714,-0.5,0.04786825180053711,0.0488935261964798
1,1,1,0,0.0,peak,2,53.0,0.08806228936624524,0.03747354882646305,0.03955589906820179,0.5,0.10239124298095703,0.0488935261964798
1,1,1,0,0.0,peak,3,64.0,0.0954228080797524,0.06154477506588806,0.04482974142088792,1.0,0.09781098365783691,0.0488935261964798
1,1,1,0,0.0,peak,4,75.5,0.07503545603051373,0.06928911046594273,0.062427764791534716,1.5,0.0504610538482666,0.0488935261964798
1,1,1,0,0.0,valley,1,44.0,0.034326189199727,0.04096459126155637,0.01662771017111383,1.5,0.004734158515930176,0.0488935261964798
1,1,1,0,0.0,valley,2,55.5,0.08030200605501543,0.06262922465133294,0.03836502136154978,2.0,0.08917927742004395,0.0488935261964798
1,1,1,0,0.0,valley,3,67.0,0.10386443126156569,0.07800765574071902,0.04648383852167203,2.5,0.11495518684387207,0.0488935261964798
1,1,3,1,6.0,peak,1,32.5,0.05506373065835538,0.0468415859057271,0.02450171826241749,10.0,-0.025307953357696533,0.010139703750610352
1,1,3,1,6.0,peak,2,43.0,0.05018181945349699,0.04021130621991832,0.057187451382547196,-0.5,0.029310226440429688,0.010139703750610352
1,1,3,1,6.0,peak,3,54.0,0.030897795406642524,0.03514639308644675,0.06356163578095253,0.0,0.05376410484313965,0.010139703750610352
1,1,3,1,6.0,peak,4,66.0,0.02485632686798193,0.04723524716579111,0.10463446771770178,0.0,0.016594886779785156,0.010139703750610352
1,1,3,1,6.0,peak,5,77.5,0.047766821716673485,0.056778472885519286,0.08533132967610702,0.0,0.010139703750610352,0.010139703750610352
1,1,3,1,6.0,valley,1,36.5,0.05689720880195457,0.04063905968605772,0.03344761554431967,-1.0,-0.04432147741317749,0.010139703750610352
1,1,3,1,6.0,valley,2,47.5,0.05817703886204041,0.045872652619689654,0.05152705534269222,0.0,0.0683509111404419,0.010139703750610352
1,1,3,1,6.0,valley,3,59.0,0.10808851189751775,0.07236362315210929,0.06487990156804675,0.5,0.14482629299163818,0.010139703750610352
