n_levels,seed,vr_class,curve_count,segment_rmse_mean,segment_d1_rmse_mean,segment_d2_rmse_mean,flatline_guard_pass
4,2,10.0,1,0.055604351329426066,0.03918855558411936,0.034407399252936885,True
5,0,0.0,1,0.06822967105870846,0.044825229909788,0.03051972514001235,True
5,0,6.0,1,0.04587902385685826,0.03492202164576233,0.04087887643167903,True
5,0,8.0,1,0.0377648793701779,0.03216008503786853,0.0446775452094839,True
5,0,10.0,1,0.056769655865199276,0.04029814421955568,0.03230897934054553,True
5,1,0.0,1,0.06822967105870846,0.044825229909788,0.03051972514001235,True
5,1,6.0,1,0.04587902385685826,0.03492202164576233,0.04087887643167903,True
5,1,8.0,1,0.0377648793701779,0.03216008503786853,0.0446775452094839,True
5,1,10.0,1,0.056769655865199276,0.04029814421955568,0.03230897934054553,True
5,2,0.0,1,0.06822967105870846,0.044825229909788,0.03051972514001235,True
5,2,6.0,1,0.04587902385685826,0.03492202164576233,0.04087887643167903,True
5,2,8.0,1,0.0377648793701779,0.03216008503786853,0.0446775452094839,True
5,2,10.0,1,0.056769655865199276,0.04029814421955568,0.03230897934054553,True
6,0,0.0,1,0.0682458484333102,0.04476388995468483,0.03052301002000905,True
6,0,6.0,1,0.046151820997024195,0.03469305690379508,0.04103503274964225,True
6,0,8.0,1,0.037422044066404196,0.031063447715868775,0.04385102766456455,True
6,0,10.0,1,0.057218462399248396,0.039615010827036834,0.03052672788254885,True
6,1,0.0,1,0.0682458484333102,0.04476388995468483,0.03052301002000905,True
6,1,6.0,1,0.046151820997024195,0.03469305690379508,0.04103503274964225,True
6,1,8.0,1,0.037422044066404196,0.031063447715868775,0.04385102766456455,True
6,1,10.0,1,0.057218462399248396,0.039615010827036834,0.03052672788254885,True
6,2,0.0,1,0.0682458484333102,0.04476388995468483,0.03052301002000905,True
6,2,6.0,1,0.046151820997024195,0.03469305690379508,0.04103503274964225,True
6,2,8.0,1,0.037422044066404196,0.031063447715868775,0.04385102766456455,True
6,2,10.0,1,0.057218462399248396,0.039615010827036834,0.03052672788254885,True
7,0,0.0,1,0.0681946565098668,0.04507308809613981,0.03016819839717342,True
7,0,6.0,1,0.04556011531155659,0.034132864947781165,0.04123809906995167,True
7,0,8.0,1,0.035931338037209076,0.030031821436797317,0.0433815167899259,True
7,0,10.0,1,0.05725292785808042,0.039519079602562956,0.03223381976993518,True
7,1,0.0,1,0.0681946565098668,0.04507308809613981,0.03016819839717342,True
7,1,6.0,1,0.04556011531155659,0.034132864947781165,0.04123809906995167,True
7,1,8.0,1,0.035931338037209076,0.030031821436797317,0.0433815167899259,True
7,1,10.0,1,0.05725292785808042,0.039519079602562956,0.03223381976993518,True
7,2,0.0,1,0.0681946565098668,0.04507308809613981,0.03016819839717342,True
7,2,6.0,1,0.04556011531155659,0.034132864947781165,0.04123809906995167,True
7,2,8.0,1,0.035931338037209076,0.030031821436797317,0.0433815167899259,True
7,2,10.0,1,0.05725292785808042,0.039519079602562956,0.03223381976993518,True
8,0,0.0,1,0.06830553574279027,0.045188401511552824,0.03005662772242895,True
8,0,6.0,1,0.04516484253000252,0.03358711249439169,0.0409836353178517,True
8,0,8.0,1,0.035152531327441526,0.029355531758383187,0.04361360404419866,True
8,0,10.0,1,0.05747759747740227,0.03948278101823545,0.03161123390412027,True
8,1,0.0,1,0.06830553574279027,0.045188401511552824,0.03005662772242895,True
8,1,6.0,1,0.04516484253000252,0.03358711249439169,0.0409836353178517,True
8,1,8.0,1,0.035152531327441526,0.029355531758383187,0.04361360404419866,True
8,1,10.0,1,0.05747759747740227,0.03948278101823545,0.03161123390412027,True
8,2,0.0,1,0.06830553574279027,0.045188401511552824,0.03005662772242895,True
8,2,6.0,1,0.04516484253000252,0.03358711249439169,0.0409836353178517,True
8,2,8.0,1,0.035152531327441526,0.029355531758383187,0.04361360404419866,True
8,2,10.0,1,0.05747759747740227,0.03948278101823545,0.03161123390412027,True
