n_levels,seed,vr_class,curve_count,segment_rmse_mean,segment_d1_rmse_mean,segment_d2_rmse_mean,flatline_guard_pass
1,0,0.0,1,0.07490469839861089,0.05347654632744102,0.03766940935501355,True
1,0,6.0,1,0.058941736385858326,0.05115498281125725,0.06217481170629085,True
1,0,8.0,1,0.05346411663311582,0.050624647303852875,0.06451311785241387,True
1,0,10.0,1,0.06398374496500417,0.05032945651511023,0.05140562702435304,True
1,1,0.0,1,0.07490469839861089,0.05347654632744102,0.03766940935501355,True
1,1,6.0,1,0.058941736385858326,0.05115498281125725,0.06217481170629085,True
1,1,8.0,1,0.05346411663311582,0.050624647303852875,0.06451311785241387,True
1,1,10.0,1,0.06398374496500417,0.05032945651511023,0.05140562702435304,True
1,2,0.0,1,0.07490469839861089,0.05347654632744102,0.03766940935501355,True
1,2,6.0,1,0.058941736385858326,0.05115498281125725,0.06217481170629085,True
1,2,8.0,1,0.05346411663311582,0.050624647303852875,0.06451311785241387,True
1,2,10.0,1,0.06398374496500417,0.05032945651511023,0.05140562702435304,True
2,0,0.0,1,0.0754580281560435,0.050505049796308384,0.03398731841192955,True
2,0,6.0,1,0.05898237961270062,0.04765358806977521,0.05367444940604768,True
2,0,8.0,1,0.05297302570742986,0.04925510348427757,0.0610551870146551,True
2,0,10.0,1,0.06432052808745914,0.05263122978775302,0.04830003508749575,True
2,1,0.0,1,0.0754580281560435,0.050505049796308384,0.03398731841192955,True
2,1,6.0,1,0.05898237961270062,0.04765358806977521,0.05367444940604768,True
2,1,8.0,1,0.05297302570742986,0.04925510348427757,0.0610551870146551,True
2,1,10.0,1,0.06432052808745914,0.05263122978775302,0.04830003508749575,True
2,2,0.0,1,0.0754580281560435,0.050505049796308384,0.03398731841192955,True
2,2,6.0,1,0.05898237961270062,0.04765358806977521,0.05367444940604768,True
2,2,8.0,1,0.05297302570742986,0.04925510348427757,0.0610551870146551,True
2,2,10.0,1,0.06432052808745914,0.05263122978775302,0.04830003508749575,True
3,0,0.0,1,0.07570722186826674,0.04885201041218027,0.03196718628536368,True
3,0,6.0,1,0.059728162213058655,0.04705574165054117,0.05114799319539639,True
3,0,8.0,1,0.05432625835897591,0.04802089104803539,0.05525595689424844,True
3,0,10.0,1,0.06572284203475995,0.05342369633497447,0.04276652714288685,True
3,1,0.0,1,0.07570722186826674,0.04885201041218027,0.03196718628536368,True
3,1,6.0,1,0.059728162213058655,0.04705574165054117,0.05114799319539639,True
3,1,8.0,1,0.05432625835897591,0.04802089104803539,0.05525595689424844,True
3,1,10.0,1,0.06572284203475995,0.05342369633497447,0.04276652714288685,True
3,2,0.0,1,0.07570722186826674,0.04885201041218027,0.03196718628536368,True
3,2,6.0,1,0.059728162213058655,0.04705574165054117,0.05114799319539639,True
3,2,8.0,1,0.05432625835897591,0.04802089104803539,0.05525595689424844,True
3,2,10.0,1,0.06572284203475995,0.05342369633497447,0.04276652714288685,True
4,0,0.0,1,0.06926118289526627,0.04602519119278775,0.031173071735413085,True
4,0,6.0,1,0.044421153658228026,0.03338558924443283,0.03931198628139013,True
4,0,8.0,1,0.036665445679797695,0.03156267038101544,0.04544349081166299,True
4,0,10.0,1,0.055604351329426066,0.03918855558411936,0.034407399252936885,True
4,1,0.0,1,0.06926118289526627,0.04602519119278775,0.031173071735413085,True
4,1,6.0,1,0.044421153658228026,0.03338558924443283,0.03931198628139013,True
4,1,8.0,1,0.036665445679797695,0.03156267038101544,0.04544349081166299,True
4,1,10.0,1,0.055604351329426066,0.03918855558411936,0.034407399252936885,True
4,2,0.0,1,0.06926118289526627,0.04602519119278775,0.031173071735413085,True
4,2,6.0,1,0.044421153658228026,0.03338558924443283,0.03931198628139013,True
4,2,8.0,1,0.036665445679797695,0.03156267038101544,0.04544349081166299,True
