analysis,condition,n_levels,seed,channel,energy_v,weight,rmse_mean,scorecard_path,selected_k,replicate,peak_window_radius,anchor_channel,anchor_energy_v,anchor_weight,matched_channel,energy_delta_v,matching_method
noise_perturbation,replicate_012,4,2,3,12.597908020019531,0.0833340436220169,0.08605855256319046,output/sensitivity/uncertainty/noise_perturbation/replicate_012/fullscan/levels/L04/seeds/seed_002/full/scorecard.json,7,12.0,nan,3,12.59369945526123,0.08622404932975769,3,0.004208564758300781,minimum_total_absolute_energy_delta
noise_perturbation,replicate_012,4,2,4,13.925171852111816,0.14689430594444275,0.08605855256319046,output/sensitivity/uncertainty/noise_perturbation/replicate_012/fullscan/levels/L04/seeds/seed_002/full/scorecard.json,7,12.0,nan,4,13.96471881866455,0.15827499330043793,4,-0.039546966552734375,minimum_total_absolute_energy_delta
noise_perturbation,replicate_013,4,0,1,11.543471336364746,0.38036873936653137,0.08459723442792892,output/sensitivity/uncertainty/noise_perturbation/replicate_013/fullscan/levels/L04/seeds/seed_000/full/scorecard.json,7,13.0,nan,1,11.500251770019531,0.3593961000442505,1,0.043219566345214844,minimum_total_absolute_energy_delta
noise_perturbation,replicate_013,4,0,2,11.771600723266602,0.38397660851478577,0.08459723442792892,output/sensitivity/uncertainty/noise_perturbation/replicate_013/fullscan/levels/L04/seeds/seed_000/full/scorecard.json,7,13.0,nan,2,11.739255905151367,0.3961048126220703,2,0.032344818115234375,minimum_total_absolute_energy_delta
noise_perturbation,replicate_013,4,0,3,12.599393844604492,0.07902383804321289,0.08459723442792892,output/sensitivity/uncertainty/noise_perturbation/replicate_013/fullscan/levels/L04/seeds/seed_000/full/scorecard.json,7,13.0,nan,3,12.59369945526123,0.08622404932975769,3,0.005694389343261719,minimum_total_absolute_energy_delta
noise_perturbation,replicate_013,4,0,4,13.940729141235352,0.15663078427314758,0.08459723442792892,output/sensitivity/uncertainty/noise_perturbation/replicate_013/fullscan/levels/L04/seeds/seed_000/full/scorecard.json,7,13.0,nan,4,13.96471881866455,0.15827499330043793,4,-0.02398967742919922,minimum_total_absolute_energy_delta
noise_perturbation,replicate_013,4,1,1,11.54127311706543,0.38380110263824463,0.08455678075551987,output/sensitivity/uncertainty/noise_perturbation/replicate_013/fullscan/levels/L04/seeds/seed_001/full/scorecard.json,7,13.0,nan,1,11.500251770019531,0.3593961000442505,1,0.04102134704589844,minimum_total_absolute_energy_delta
noise_perturbation,replicate_013,4,1,2,11.771289825439453,0.37837156653404236,0.08455678075551987,output/sensitivity/uncertainty/noise_perturbation/replicate_013/fullscan/levels/L04/seeds/seed_001/full/scorecard.json,7,13.0,nan,2,11.739255905151367,0.3961048126220703,2,0.03203392028808594,minimum_total_absolute_energy_delta
noise_perturbation,replicate_013,4,1,3,12.536190032958984,0.08049976080656052,0.08455678075551987,output/sensitivity/uncertainty/noise_perturbation/replicate_013/fullscan/levels/L04/seeds/seed_001/full/scorecard.json,7,13.0,nan,3,12.59369945526123,0.08622404932975769,3,-0.057509422302246094,minimum_total_absolute_energy_delta
noise_perturbation,replicate_013,4,1,4,13.927295684814453,0.1573275625705719,0.08455678075551987,output/sensitivity/uncertainty/noise_perturbation/replicate_013/fullscan/levels/L04/seeds/seed_001/full/scorecard.json,7,13.0,nan,4,13.96471881866455,0.15827499330043793,4,-0.037423133850097656,minimum_total_absolute_energy_delta
noise_perturbation,replicate_013,4,2,1,11.544107437133789,0.37929224967956543,0.08448901921510696,output/sensitivity/uncertainty/noise_perturbation/replicate_013/fullscan/levels/L04/seeds/seed_002/full/scorecard.json,7,13.0,nan,1,11.500251770019531,0.3593961000442505,1,0.04385566711425781,minimum_total_absolute_energy_delta
noise_perturbation,replicate_013,4,2,2,11.77414321899414,0.38502925634384155,0.08448901921510696,output/sensitivity/uncertainty/noise_perturbation/replicate_013/fullscan/levels/L04/seeds/seed_002/full/scorecard.json,7,13.0,nan,2,11.739255905151367,0.3961048126220703,2,0.03488731384277344,minimum_total_absolute_energy_delta
noise_perturbation,replicate_013,4,2,3,12.60348129272461,0.07898449897766113,0.08448901921510696,output/sensitivity/uncertainty/noise_perturbation/replicate_013/fullscan/levels/L04/seeds/seed_002/full/scorecard.json,7,13.0,nan,3,12.59369945526123,0.08622404932975769,3,0.009781837463378906,minimum_total_absolute_energy_delta
noise_perturbation,replicate_013,4,2,4,13.945207595825195,0.15669400990009308,0.08448901921510696,output/sensitivity/uncertainty/noise_perturbation/replicate_013/fullscan/levels/L04/seeds/seed_002/full/scorecard.json,7,13.0,nan,4,13.96471881866455,0.15827499330043793,4,-0.01951122283935547,minimum_total_absolute_energy_delta
noise_perturbation,replicate_014,4,0,1,11.50743579864502,0.3753930628299713,0.08413071185350418,output/sensitivity/uncertainty/noise_perturbation/replicate_014/fullscan/levels/L04/seeds/seed_000/full/scorecard.json,4,14.0,nan,1,11.500251770019531,0.3593961000442505,1,0.007184028625488281,minimum_total_absolute_energy_delta
noise_perturbation,replicate_014,4,0,2,11.735304832458496,0.3810902237892151,0.08413071185350418,output/sensitivity/uncertainty/noise_perturbation/replicate_014/fullscan/levels/L04/seeds/seed_000/full/scorecard.json,4,14.0,nan,2,11.739255905151367,0.3961048126220703,2,-0.003951072692871094,minimum_total_absolute_energy_delta
noise_perturbation,replicate_014,4,0,3,12.588900566101074,0.08286309987306595,0.08413071185350418,output/sensitivity/uncertainty/noise_perturbation/replicate_014/fullscan/levels/L04/seeds/seed_000/full/scorecard.json,4,14.0,nan,3,12.59369945526123,0.08622404932975769,3,-0.00479888916015625,minimum_total_absolute_energy_delta
noise_perturbation,replicate_014,4,0,4,13.962761878967285,0.16065357625484467,0.08413071185350418,output/sensitivity/uncertainty/noise_perturbation/replicate_014/fullscan/levels/L04/seeds/seed_000/full/scorecard.json,4,14.0,nan,4,13.96471881866455,0.15827499330043793,4,-0.001956939697265625,minimum_total_absolute_energy_delta
noise_perturbation,replicate_014,4,1,1,11.507542610168457,0.37418144941329956,0.08412080109119416,output/sensitivity/uncertainty/noise_perturbation/replicate_014/fullscan/levels/L04/seeds/seed_001/full/scorecard.json,4,14.0,nan,1,11.500251770019531,0.3593961000442505,1,0.007290840148925781,minimum_total_absolute_energy_delta
noise_perturbation,replicate_014,4,1,2,11.735295295715332,0.38112685084342957,0.08412080109119416,output/sensitivity/uncertainty/noise_perturbation/replicate_014/fullscan/levels/L04/seeds/seed_001/full/scorecard.json,4,14.0,nan,2,11.739255905151367,0.3961048126220703,2,-0.003960609436035156,minimum_total_absolute_energy_delta
noise_perturbation,replicate_014,4,1,3,12.590304374694824,0.08253544569015503,0.08412080109119416,output/sensitivity/uncertainty/noise_perturbation/replicate_014/fullscan/levels/L04/seeds/seed_001/full/scorecard.json,4,14.0,nan,3,12.59369945526123,0.08622404932975769,3,-0.00339508056640625,minimum_total_absolute_energy_delta
noise_perturbation,replicate_014,4,1,4,13.969436645507812,0.16215631365776062,0.08412080109119416,output/sensitivity/uncertainty/noise_perturbation/replicate_014/fullscan/levels/L04/seeds/seed_001/full/scorecard.json,4,14.0,nan,4,13.96471881866455,0.15827499330043793,4,0.004717826843261719,minimum_total_absolute_energy_delta
noise_perturbation,replicate_014,4,2,1,11.50760269165039,0.3749030828475952,0.08415524512529374,output/sensitivity/uncertainty/noise_perturbation/replicate_014/fullscan/levels/L04/seeds/seed_002/full/scorecard.json,4,14.0,nan,1,11.500251770019531,0.3593961000442505,1,0.007350921630859375,minimum_total_absolute_energy_delta
noise_perturbation,replicate_014,4,2,2,11.734210014343262,0.3800569474697113,0.08415524512529374,output/sensitivity/uncertainty/noise_perturbation/replicate_014/fullscan/levels/L04/seeds/seed_002/full/scorecard.json,4,14.0,nan,2,11.739255905151367,0.3961048126220703,2,-0.005045890808105469,minimum_total_absolute_energy_delta
noise_perturbation,replicate_014,4,2,3,12.586660385131836,0.08273998647928238,0.08415524512529374,output/sensitivity/uncertainty/noise_perturbation/replicate_014/fullscan/levels/L04/seeds/seed_002/full/scorecard.json,4,14.0,nan,3,12.59369945526123,0.08622404932975769,3,-0.007039070129394531,minimum_total_absolute_energy_delta
noise_perturbation,replicate_014,4,2,4,13.964071273803711,0.16229994595050812,0.08415524512529374,output/sensitivity/uncertainty/noise_perturbation/replicate_014/fullscan/levels/L04/seeds/seed_002/full/scorecard.json,4,14.0,nan,4,13.96471881866455,0.15827499330043793,4,-0.0006475448608398438,minimum_total_absolute_energy_delta
noise_perturbation,replicate_015,4,0,1,11.52061653137207,0.3677079975605011,0.08451955616474152,output/sensitivity/uncertainty/noise_perturbation/replicate_015/fullscan/levels/L04/seeds/seed_000/full/scorecard.json,8,15.0,nan,1,11.500251770019531,0.3593961000442505,1,0.020364761352539062,minimum_total_absolute_energy_delta
noise_perturbation,replicate_015,4,0,2,11.770003318786621,0.39970096945762634,0.08451955616474152,output/sensitivity/uncertainty/noise_perturbation/replicate_015/fullscan/levels/L04/seeds/seed_000/full/scorecard.json,8,15.0,nan,2,11.739255905151367,0.3961048126220703,2,0.030747413635253906,minimum_total_absolute_energy_delta
noise_perturbation,replicate_015,4,0,3,12.68782901763916,0.0780947208404541,0.08451955616474152,output/sensitivity/uncertainty/noise_perturbation/replicate_015/fullscan/levels/L04/seeds/seed_000/full/scorecard.json,8,15.0,nan,3,12.59369945526123,0.08622404932975769,3,0.09412956237792969,minimum_total_absolute_energy_delta
noise_perturbation,replicate_015,4,0,4,13.984857559204102,0.15449631214141846,0.08451955616474152,output/sensitivity/uncertainty/noise_perturbation/replicate_015/fullscan/levels/L04/seeds/seed_000/full/scorecard.json,8,15.0,nan,4,13.96471881866455,0.15827499330043793,4,0.02013874053955078,minimum_total_absolute_energy_delta
noise_perturbation,replicate_015,4,1,1,11.514188766479492,0.37567004561424255,0.08429628163576126,output/sensitivity/uncertainty/noise_perturbation/replicate_015/fullscan/levels/L04/seeds/seed_001/full/scorecard.json,8,15.0,nan,1,11.500251770019531,0.3593961000442505,1,0.013936996459960938,minimum_total_absolute_energy_delta
noise_perturbation,replicate_015,4,1,2,11.765198707580566,0.39157962799072266,0.08429628163576126,output/sensitivity/uncertainty/noise_perturbation/replicate_015/fullscan/levels/L04/seeds/seed_001/full/scorecard.json,8,15.0,nan,2,11.739255905151367,0.3961048126220703,2,0.02594280242919922,minimum_total_absolute_energy_delta
noise_perturbation,replicate_015,4,1,3,12.683958053588867,0.07744713872671127,0.08429628163576126,output/sensitivity/uncertainty/noise_perturbation/replicate_015/fullscan/levels/L04/seeds/seed_001/full/scorecard.json,8,15.0,nan,3,12.59369945526123,0.08622404932975769,3,0.09025859832763672,minimum_total_absolute_energy_delta
noise_perturbation,replicate_015,4,1,4,13.981433868408203,0.15530315041542053,0.08429628163576126,output/sensitivity/uncertainty/noise_perturbation/replicate_015/fullscan/levels/L04/seeds/seed_001/full/scorecard.json,8,15.0,nan,4,13.96471881866455,0.15827499330043793,4,0.016715049743652344,minimum_total_absolute_energy_delta
noise_perturbation,replicate_015,4,2,1,11.510876655578613,0.37598806619644165,0.08413887023925781,output/sensitivity/uncertainty/noise_perturbation/replicate_015/fullscan/levels/L04/seeds/seed_002/full/scorecard.json,8,15.0,nan,1,11.500251770019531,0.3593961000442505,1,0.010624885559082031,minimum_total_absolute_energy_delta
noise_perturbation,replicate_015,4,2,2,11.762344360351562,0.39044123888015747,0.08413887023925781,output/sensitivity/uncertainty/noise_perturbation/replicate_015/fullscan/levels/L04/seeds/seed_002/full/scorecard.json,8,15.0,nan,2,11.739255905151367,0.3961048126220703,2,0.023088455200195312,minimum_total_absolute_energy_delta
noise_perturbation,replicate_015,4,2,3,12.681286811828613,0.07750598341226578,0.08413887023925781,output/sensitivity/uncertainty/noise_perturbation/replicate_015/fullscan/levels/L04/seeds/seed_002/full/scorecard.json,8,15.0,nan,3,12.59369945526123,0.08622404932975769,3,0.08758735656738281,minimum_total_absolute_energy_delta
noise_perturbation,replicate_015,4,2,4,13.980087280273438,0.1560647040605545,0.08413887023925781,output/sensitivity/uncertainty/noise_perturbation/replicate_015/fullscan/levels/L04/seeds/seed_002/full/scorecard.json,8,15.0,nan,4,13.96471881866455,0.15827499330043793,4,0.015368461608886719,minimum_total_absolute_energy_delta
noise_perturbation,replicate_016,4,0,1,11.492704391479492,0.32494404911994934,0.08241006806492805,output/sensitivity/uncertainty/noise_perturbation/replicate_016/fullscan/levels/L04/seeds/seed_000/full/scorecard.json,7,16.0,nan,1,11.500251770019531,0.3593961000442505,1,-0.0075473785400390625,minimum_total_absolute_energy_delta
noise_perturbation,replicate_016,4,0,2,11.711156845092773,0.423366516828537,0.08241006806492805,output/sensitivity/uncertainty/noise_perturbation/replicate_016/fullscan/levels/L04/seeds/seed_000/full/scorecard.json,7,16.0,nan,2,11.739255905151367,0.3961048126220703,2,-0.02809906005859375,minimum_total_absolute_energy_delta
noise_perturbation,replicate_016,4,0,3,12.513824462890625,0.09304685890674591,0.08241006806492805,output/sensitivity/uncertainty/noise_perturbation/replicate_016/fullscan/levels/L04/seeds/seed_000/full/scorecard.json,7,16.0,nan,3,12.59369945526123,0.08622404932975769,3,-0.07987499237060547,minimum_total_absolute_energy_delta
noise_perturbation,replicate_016,4,0,4,13.914984703063965,0.15864256024360657,0.08241006806492805,output/sensitivity/uncertainty/noise_perturbation/replicate_016/fullscan/levels/L04/seeds/seed_000/full/scorecard.json,7,16.0,nan,4,13.96471881866455,0.15827499330043793,4,-0.04973411560058594,minimum_total_absolute_energy_delta
noise_perturbation,replicate_016,4,1,1,11.492992401123047,0.3219096064567566,0.08231446221470833,output/sensitivity/uncertainty/noise_perturbation/replicate_016/fullscan/levels/L04/seeds/seed_001/full/scorecard.json,7,16.0,nan,1,11.500251770019531,0.3593961000442505,1,-0.007259368896484375,minimum_total_absolute_energy_delta
noise_perturbation,replicate_016,4,1,2,11.712215423583984,0.42509177327156067,0.08231446221470833,output/sensitivity/uncertainty/noise_perturbation/replicate_016/fullscan/levels/L04/seeds/seed_001/full/scorecard.json,7,16.0,nan,2,11.739255905151367,0.3961048126220703,2,-0.027040481567382812,minimum_total_absolute_energy_delta
noise_perturbation,replicate_016,4,1,3,12.515883445739746,0.09454507380723953,0.08231446221470833,output/sensitivity/uncertainty/noise_perturbation/replicate_016/fullscan/levels/L04/seeds/seed_001/full/scorecard.json,7,16.0,nan,3,12.59369945526123,0.08622404932975769,3,-0.07781600952148438,minimum_total_absolute_energy_delta
noise_perturbation,replicate_016,4,1,4,13.920787811279297,0.15845364332199097,0.08231446221470833,output/sensitivity/uncertainty/noise_perturbation/replicate_016/fullscan/levels/L04/seeds/seed_001/full/scorecard.json,7,16.0,nan,4,13.96471881866455,0.15827499330043793,4,-0.043931007385253906,minimum_total_absolute_energy_delta
noise_perturbation,replicate_016,4,2,1,11.539024353027344,0.30871862173080444,0.0854046292603016,output/sensitivity/uncertainty/noise_perturbation/replicate_016/fullscan/levels/L04/seeds/seed_002/full/scorecard.json,7,16.0,nan,1,11.500251770019531,0.3593961000442505,1,0.0387725830078125,minimum_total_absolute_energy_delta
noise_perturbation,replicate_016,4,2,2,11.751496315002441,0.4584868848323822,0.0854046292603016,output/sensitivity/uncertainty/noise_perturbation/replicate_016/fullscan/levels/L04/seeds/seed_002/full/scorecard.json,7,16.0,nan,2,11.739255905151367,0.3961048126220703,2,0.012240409851074219,minimum_total_absolute_energy_delta
noise_perturbation,replicate_016,4,2,3,12.565284729003906,0.08722645044326782,0.0854046292603016,output/sensitivity/uncertainty/noise_perturbation/replicate_016/fullscan/levels/L04/seeds/seed_002/full/scorecard.json,7,16.0,nan,3,12.59369945526123,0.08622404932975769,3,-0.02841472625732422,minimum_total_absolute_energy_delta
noise_perturbation,replicate_016,4,2,4,13.940472602844238,0.14556802809238434,0.0854046292603016,output/sensitivity/uncertainty/noise_perturbation/replicate_016/fullscan/levels/L04/seeds/seed_002/full/scorecard.json,7,16.0,nan,4,13.96471881866455,0.15827499330043793,4,-0.0242462158203125,minimum_total_absolute_energy_delta
noise_perturbation,replicate_017,4,0,1,11.514156341552734,0.3774697184562683,0.08474160879850387,output/sensitivity/uncertainty/noise_perturbation/replicate_017/fullscan/levels/L04/seeds/seed_000/full/scorecard.json,4,17.0,nan,1,11.500251770019531,0.3593961000442505,1,0.013904571533203125,minimum_total_absolute_energy_delta
noise_perturbation,replicate_017,4,0,2,11.745733261108398,0.38109737634658813,0.08474160879850387,output/sensitivity/uncertainty/noise_perturbation/replicate_017/fullscan/levels/L04/seeds/seed_000/full/scorecard.json,4,17.0,nan,2,11.739255905151367,0.3961048126220703,2,0.00647735595703125,minimum_total_absolute_energy_delta
noise_perturbation,replicate_017,4,0,3,12.533849716186523,0.07988804578781128,0.08474160879850387,output/sensitivity/uncertainty/noise_perturbation/replicate_017/fullscan/levels/L04/seeds/seed_000/full/scorecard.json,4,17.0,nan,3,12.59369945526123,0.08622404932975769,3,-0.05984973907470703,minimum_total_absolute_energy_delta
noise_perturbation,replicate_017,4,0,4,13.941551208496094,0.16154487431049347,0.08474160879850387,output/sensitivity/uncertainty/noise_perturbation/replicate_017/fullscan/levels/L04/seeds/seed_000/full/scorecard.json,4,17.0,nan,4,13.96471881866455,0.15827499330043793,4,-0.02316761016845703,minimum_total_absolute_energy_delta
noise_perturbation,replicate_017,4,1,1,11.513967514038086,0.3799539804458618,0.08478211015462875,output/sensitivity/uncertainty/noise_perturbation/replicate_017/fullscan/levels/L04/seeds/seed_001/full/scorecard.json,4,17.0,nan,1,11.500251770019531,0.3593961000442505,1,0.013715744018554688,minimum_total_absolute_energy_delta
noise_perturbation,replicate_017,4,1,2,11.745387077331543,0.3803437650203705,0.08478211015462875,output/sensitivity/uncertainty/noise_perturbation/replicate_017/fullscan/levels/L04/seeds/seed_001/full/scorecard.json,4,17.0,nan,2,11.739255905151367,0.3961048126220703,2,0.006131172180175781,minimum_total_absolute_energy_delta
noise_perturbation,replicate_017,4,1,3,12.532055854797363,0.07938913255929947,0.08478211015462875,output/sensitivity/uncertainty/noise_perturbation/replicate_017/fullscan/levels/L04/seeds/seed_001/full/scorecard.json,4,17.0,nan,3,12.59369945526123,0.08622404932975769,3,-0.06164360046386719,minimum_total_absolute_energy_delta
noise_perturbation,replicate_017,4,1,4,13.937627792358398,0.16031309962272644,0.08478211015462875,output/sensitivity/uncertainty/noise_perturbation/replicate_017/fullscan/levels/L04/seeds/seed_001/full/scorecard.json,4,17.0,nan,4,13.96471881866455,0.15827499330043793,4,-0.027091026306152344,minimum_total_absolute_energy_delta
noise_perturbation,replicate_017,4,2,1,11.513920783996582,0.37864604592323303,0.08473712652921676,output/sensitivity/uncertainty/noise_perturbation/replicate_017/fullscan/levels/L04/seeds/seed_002/full/scorecard.json,4,17.0,nan,1,11.500251770019531,0.3593961000442505,1,0.013669013977050781,minimum_total_absolute_energy_delta
noise_perturbation,replicate_017,4,2,2,11.746332168579102,0.3817172944545746,0.08473712652921676,output/sensitivity/uncertainty/noise_perturbation/replicate_017/fullscan/levels/L04/seeds/seed_002/full/scorecard.json,4,17.0,nan,2,11.739255905151367,0.3961048126220703,2,0.007076263427734375,minimum_total_absolute_energy_delta
noise_perturbation,replicate_017,4,2,3,12.531667709350586,0.07924574613571167,0.08473712652921676,output/sensitivity/uncertainty/noise_perturbation/replicate_017/fullscan/levels/L04/seeds/seed_002/full/scorecard.json,4,17.0,nan,3,12.59369945526123,0.08622404932975769,3,-0.06203174591064453,minimum_total_absolute_energy_delta
noise_perturbation,replicate_017,4,2,4,13.939565658569336,0.16039089858531952,0.08473712652921676,output/sensitivity/uncertainty/noise_perturbation/replicate_017/fullscan/levels/L04/seeds/seed_002/full/scorecard.json,4,17.0,nan,4,13.96471881866455,0.15827499330043793,4,-0.025153160095214844,minimum_total_absolute_energy_delta
noise_perturbation,replicate_018,4,0,1,11.401740074157715,0.2609744071960449,0.08316167667508126,output/sensitivity/uncertainty/noise_perturbation/replicate_018/fullscan/levels/L04/seeds/seed_000/full/scorecard.json,4,18.0,nan,1,11.500251770019531,0.3593961000442505,1,-0.0985116958618164,minimum_total_absolute_energy_delta
noise_perturbation,replicate_018,4,0,2,11.641152381896973,0.49224263429641724,0.08316167667508126,output/sensitivity/uncertainty/noise_perturbation/replicate_018/fullscan/levels/L04/seeds/seed_000/full/scorecard.json,4,18.0,nan,2,11.739255905151367,0.3961048126220703,2,-0.09810352325439453,minimum_total_absolute_energy_delta
noise_perturbation,replicate_018,4,0,3,12.451520919799805,0.08790320158004761,0.08316167667508126,output/sensitivity/uncertainty/noise_perturbation/replicate_018/fullscan/levels/L04/seeds/seed_000/full/scorecard.json,4,18.0,nan,3,12.59369945526123,0.08622404932975769,3,-0.14217853546142578,minimum_total_absolute_energy_delta
noise_perturbation,replicate_018,4,0,4,13.932015419006348,0.1588798612356186,0.08316167667508126,output/sensitivity/uncertainty/noise_perturbation/replicate_018/fullscan/levels/L04/seeds/seed_000/full/scorecard.json,4,18.0,nan,4,13.96471881866455,0.15827499330043793,4,-0.032703399658203125,minimum_total_absolute_energy_delta
noise_perturbation,replicate_018,4,1,1,11.401721000671387,0.2612137496471405,0.08316357508301735,output/sensitivity/uncertainty/noise_perturbation/replicate_018/fullscan/levels/L04/seeds/seed_001/full/scorecard.json,4,18.0,nan,1,11.500251770019531,0.3593961000442505,1,-0.09853076934814453,minimum_total_absolute_energy_delta
noise_perturbation,replicate_018,4,1,2,11.641141891479492,0.49209538102149963,0.08316357508301735,output/sensitivity/uncertainty/noise_perturbation/replicate_018/fullscan/levels/L04/seeds/seed_001/full/scorecard.json,4,18.0,nan,2,11.739255905151367,0.3961048126220703,2,-0.098114013671875,minimum_total_absolute_energy_delta
noise_perturbation,replicate_018,4,1,3,12.451888084411621,0.08783676475286484,0.08316357508301735,output/sensitivity/uncertainty/noise_perturbation/replicate_018/fullscan/levels/L04/seeds/seed_001/full/scorecard.json,4,18.0,nan,3,12.59369945526123,0.08622404932975769,3,-0.14181137084960938,minimum_total_absolute_energy_delta
noise_perturbation,replicate_018,4,1,4,13.93177318572998,0.15885403752326965,0.08316357508301735,output/sensitivity/uncertainty/noise_perturbation/replicate_018/fullscan/levels/L04/seeds/seed_001/full/scorecard.json,4,18.0,nan,4,13.96471881866455,0.15827499330043793,4,-0.03294563293457031,minimum_total_absolute_energy_delta
noise_perturbation,replicate_018,4,2,1,11.402114868164062,0.2613619863986969,0.08316113650798798,output/sensitivity/uncertainty/noise_perturbation/replicate_018/fullscan/levels/L04/seeds/seed_002/full/scorecard.json,4,18.0,nan,1,11.500251770019531,0.3593961000442505,1,-0.09813690185546875,minimum_total_absolute_energy_delta
noise_perturbation,replicate_018,4,2,2,11.641349792480469,0.49187031388282776,0.08316113650798798,output/sensitivity/uncertainty/noise_perturbation/replicate_018/fullscan/levels/L04/seeds/seed_002/full/scorecard.json,4,18.0,nan,2,11.739255905151367,0.3961048126220703,2,-0.09790611267089844,minimum_total_absolute_energy_delta
noise_perturbation,replicate_018,4,2,3,12.451751708984375,0.08789467811584473,0.08316113650798798,output/sensitivity/uncertainty/noise_perturbation/replicate_018/fullscan/levels/L04/seeds/seed_002/full/scorecard.json,4,18.0,nan,3,12.59369945526123,0.08622404932975769,3,-0.14194774627685547,minimum_total_absolute_energy_delta
noise_perturbation,replicate_018,4,2,4,13.931896209716797,0.15887309610843658,0.08316113650798798,output/sensitivity/uncertainty/noise_perturbation/replicate_018/fullscan/levels/L04/seeds/seed_002/full/scorecard.json,4,18.0,nan,4,13.96471881866455,0.15827499330043793,4,-0.032822608947753906,minimum_total_absolute_energy_delta
noise_perturbation,replicate_019,4,0,1,11.432552337646484,0.25351929664611816,0.08275138139724732,output/sensitivity/uncertainty/noise_perturbation/replicate_019/fullscan/levels/L04/seeds/seed_000/full/scorecard.json,4,19.0,nan,1,11.500251770019531,0.3593961000442505,1,-0.06769943237304688,minimum_total_absolute_energy_delta
noise_perturbation,replicate_019,4,0,2,11.66527271270752,0.49858880043029785,0.08275138139724732,output/sensitivity/uncertainty/noise_perturbation/replicate_019/fullscan/levels/L04/seeds/seed_000/full/scorecard.json,4,19.0,nan,2,11.739255905151367,0.3961048126220703,2,-0.07398319244384766,minimum_total_absolute_energy_delta
noise_perturbation,replicate_019,4,0,3,12.448639869689941,0.0862511545419693,0.08275138139724732,output/sensitivity/uncertainty/noise_perturbation/replicate_019/fullscan/levels/L04/seeds/seed_000/full/scorecard.json,4,19.0,nan,3,12.59369945526123,0.08622404932975769,3,-0.14505958557128906,minimum_total_absolute_energy_delta
noise_perturbation,replicate_019,4,0,4,13.931594848632812,0.16164079308509827,0.08275138139724732,output/sensitivity/uncertainty/noise_perturbation/replicate_019/fullscan/levels/L04/seeds/seed_000/full/scorecard.json,4,19.0,nan,4,13.96471881866455,0.15827499330043793,4,-0.03312397003173828,minimum_total_absolute_energy_delta
noise_perturbation,replicate_019,4,1,1,11.43199348449707,0.2559046745300293,0.08289247825741768,output/sensitivity/uncertainty/noise_perturbation/replicate_019/fullscan/levels/L04/seeds/seed_001/full/scorecard.json,4,19.0,nan,1,11.500251770019531,0.3593961000442505,1,-0.06825828552246094,minimum_total_absolute_energy_delta
noise_perturbation,replicate_019,4,1,2,11.662650108337402,0.4949597716331482,0.08289247825741768,output/sensitivity/uncertainty/noise_perturbation/replicate_019/fullscan/levels/L04/seeds/seed_001/full/scorecard.json,4,19.0,nan,2,11.739255905151367,0.3961048126220703,2,-0.07660579681396484,minimum_total_absolute_energy_delta
noise_perturbation,replicate_019,4,1,3,12.44421672821045,0.086941659450531,0.08289247825741768,output/sensitivity/uncertainty/noise_perturbation/replicate_019/fullscan/levels/L04/seeds/seed_001/full/scorecard.json,4,19.0,nan,3,12.59369945526123,0.08622404932975769,3,-0.14948272705078125,minimum_total_absolute_energy_delta
noise_perturbation,replicate_019,4,1,4,13.924478530883789,0.1621939241886139,0.08289247825741768,output/sensitivity/uncertainty/noise_perturbation/replicate_019/fullscan/levels/L04/seeds/seed_001/full/scorecard.json,4,19.0,nan,4,13.96471881866455,0.15827499330043793,4,-0.04024028778076172,minimum_total_absolute_energy_delta
noise_perturbation,replicate_019,4,2,1,11.432441711425781,0.2538957893848419,0.0828148752450943,output/sensitivity/uncertainty/noise_perturbation/replicate_019/fullscan/levels/L04/seeds/seed_002/full/scorecard.json,4,19.0,nan,1,11.500251770019531,0.3593961000442505,1,-0.06781005859375,minimum_total_absolute_energy_delta
noise_perturbation,replicate_019,4,2,2,11.664305686950684,0.49769267439842224,0.0828148752450943,output/sensitivity/uncertainty/noise_perturbation/replicate_019/fullscan/levels/L04/seeds/seed_002/full/scorecard.json,4,19.0,nan,2,11.739255905151367,0.3961048126220703,2,-0.0749502182006836,minimum_total_absolute_energy_delta
noise_perturbation,replicate_019,4,2,3,12.445446014404297,0.08697938919067383,0.0828148752450943,output/sensitivity/uncertainty/noise_perturbation/replicate_019/fullscan/levels/L04/seeds/seed_002/full/scorecard.json,4,19.0,nan,3,12.59369945526123,0.08622404932975769,3,-0.1482534408569336,minimum_total_absolute_energy_delta
noise_perturbation,replicate_019,4,2,4,13.924371719360352,0.1614321768283844,0.0828148752450943,output/sensitivity/uncertainty/noise_perturbation/replicate_019/fullscan/levels/L04/seeds/seed_002/full/scorecard.json,4,19.0,nan,4,13.96471881866455,0.15827499330043793,4,-0.04034709930419922,minimum_total_absolute_energy_delta
noise_perturbation,replicate_020,4,0,1,11.526128768920898,0.352400004863739,0.08347960710525512,output/sensitivity/uncertainty/noise_perturbation/replicate_020/fullscan/levels/L04/seeds/seed_000/full/scorecard.json,4,20.0,nan,1,11.500251770019531,0.3593961000442505,1,0.025876998901367188,minimum_total_absolute_energy_delta
