curve_id,vr,k1_rmse,k4_rmse,k4_rmse_reduction_vs_k1_pct,k1_mae,k4_mae,k4_mae_reduction_vs_k1_pct,k1_mean_bias,k4_mean_bias,k4_abs_bias_reduction_vs_k1_pct,k1_max_abs_error,k4_max_abs_error,k4_max_abs_error_reduction_vs_k1_pct,k1_d1_rmse,k4_d1_rmse,k4_d1_rmse_reduction_vs_k1_pct,k1_d2_rmse,k4_d2_rmse,k4_d2_rmse_reduction_vs_k1_pct
1,0.0,0.11966227093431091,0.11775153245072607,1.5967760503506923,0.09757693782043846,0.09444860562462337,3.206015955913533,-0.017908362368040758,-0.0110210425174153,38.45868041466796,0.2779970169067383,0.28757262229919434,-3.444499332763867,0.05556465831582738,0.054792030048236656,1.3905030481770182,0.040672036416725565,0.038586148142039964,5.128556272210215
2,4.0,0.08194205476951136,0.07884117106351018,3.784239624846381,0.06554939250406804,0.05702746710060338,13.00076946241078,-0.0011422326882306185,-0.002070691278175399,-81.28454031402427,0.1931214602664113,0.22369420528411865,-15.830837740938893,0.04020026790466615,0.03546859159417349,11.770260640336293,0.041265281110016504,0.03167782618391347,23.233708018472292
3,6.0,0.07049499477522313,0.06867426240292272,2.582782477118981,0.054318167055199235,0.04823884307204381,11.192063931350056,0.0002921995712640863,0.00017244747683683537,40.982980881590855,0.18822422623634338,0.2254718691110611,-19.78897383164045,0.04420274626062462,0.03857733424073047,12.7263857922448,0.05130440061617253,0.03733707546422483,27.22441931724824
4,8.0,0.05899100476983179,0.055929274680913015,5.190164332451841,0.046030439112497414,0.0394775160813924,14.236064563906966,-0.0031708557598339104,-0.0015276677397467334,51.82159469067894,0.14986467361450195,0.18257146328687668,-21.824215729790097,0.042337320789177936,0.034477460411904935,18.564850658386725,0.0548312477823915,0.04061273594787781,25.93140300389046
5,10.0,0.06993422076912693,0.06556494255151207,6.2476970066473045,0.052595729844193466,0.050459145866218746,4.062276508575908,0.027172751340043287,0.018203264886154705,33.0091213129038,0.17737260460853577,0.1373516321182251,22.563220841593665,0.044001777848227064,0.036124795491826206,17.901509306216,0.04844033478527208,0.034600595542389895,28.570692800186947
