n_levels,weights,min_weight,max_weight,top1_mass,top2_mass,hhi,effective_n_inverse_hhi,entropy,entropy_effective_n,normalized_entropy,low_weight_threshold,concentration_threshold,low_weight_count,channel_degeneracy_status,channel_degeneracy_reasons,energy_cluster_status,cluster_count,clustered_level_indices,cluster_centers_eV,cluster_spans_eV,cluster_weight_mass,clustered_level_count,effective_distinct_level_count,cluster_tolerance_eV
1,[1.0],1.0,1.0,1.0,1.0,1.0,1.0,-1.000088900581841e-12,0.9999999999989999,-1.4428232973175177e-12,0.35,0.78,0,degenerate,['top_heavy'],separated,0,[],[],[],[],0,1,0.02
2,"[0.5003416538238525, 0.49965834617614746]",0.49965834617614746,0.5003416538238525,0.5003416538238525,1.0,0.5000002334546707,1.9999990661817533,0.6931469471032565,1.9999995330866769,0.9999996631931929,0.175,0.78,0,balanced,[],separated,0,[],[],[],[],0,2,0.02
3,"[0.29697560821509944, 0.5068099423228213, 0.19621444946207928]",0.19621444946207928,0.5068099423228213,0.5068099423228213,0.8037855505379208,0.3835509396896965,2.6072156173285044,1.0245418955942833,2.7858189722609943,0.9325782226925343,0.11666666666666665,0.8,0,balanced,[],separated,0,[],[],[],[],0,3,0.02
4,"[0.17932347151681163, 0.5362468718179969, 0.22351238622461023, 0.060917270440581275]",0.060917270440581275,0.5362468718179969,0.5362468718179969,0.7597592580426071,0.37338631560517815,2.6781913482266138,1.1476938886528023,3.1509181566034314,0.827886140808984,0.0875,0.85,1,degenerate,['low_weight'],separated,0,[],[],[],[],0,4,0.02
5,"[0.3680265778916025, 0.3770463109381023, 0.08512728455351233, 0.04669415873959921, 0.12310566787718369]",0.04669415873959921,0.3770463109381023,0.3770463109381023,0.7450728888297048,0.30218948712597693,3.3091819623199514,1.3463140181562292,3.8432333024434704,0.8365119323677888,0.06999999999999999,0.88,1,degenerate,['low_weight'],separated,0,[],[],[],[],0,5,0.02
6,"[0.18346525510165326, 0.49841688401839845, 0.10244645714327161, 0.05338344970872163, 0.05265055479010988, 0.10963739923784517]",0.05265055479010988,0.49841688401839845,0.49841688401839845,0.6818821391200517,0.31021639961948116,3.22355620536704,1.4453762848875176,4.243448588017126,0.8066798639608865,0.05833333333333333,0.9,2,degenerate,['low_weight'],separated,0,[],[],[],[],0,6,0.02
7,"[0.10914299772253273, 0.5551850485512029, 0.09919714373366104, 0.05036743448856653, 0.036985745449415665, 0.059042469093065576, 0.09007916096155563]",0.036985745449415665,0.5551850485512029,0.5551850485512029,0.6643280462737357,0.34548779763113135,2.8944582322634584,1.4540283927984292,4.280322652277347,0.7472227808176656,0.049999999999999996,0.9142857142857143,1,degenerate,['low_weight'],separated,0,[],[],[],[],0,7,0.02
8,"[0.07144223818806293, 0.5911874109001375, 0.09001434493793907, 0.044582414873885944, 0.03404447770814064, 0.039301260866583206, 0.05896534332299221, 0.07046250920225856]",0.03404447770814064,0.5911874109001375,0.5911874109001375,0.6812017558380765,0.3758422146991215,2.66069100513508,1.450778175589536,4.266433257934748,0.6976768264509872,0.04375,0.925,2,degenerate,['low_weight'],separated,0,[],[],[],[],0,8,0.02
