n_levels,seed,vr_class,curve_count,segment_rmse_mean,segment_d1_rmse_mean,segment_d2_rmse_mean,flatline_guard_pass
1,0,4.0,1,0.03957186877411718,0.026064846446063245,0.026961643418827674,True
1,0,6.0,1,0.034245210303084306,0.029505939136112134,0.03458341198738017,True
1,0,8.0,1,0.033305139951976745,0.02569374850322806,0.03773203057027678,True
1,0,10.0,1,0.03686796415755628,0.021545281139908647,0.023185213578111364,True
1,1,4.0,1,0.03957186877411718,0.026064846446063245,0.026961643418827674,True
1,1,6.0,1,0.034245210303084306,0.029505939136112134,0.03458341198738017,True
1,1,8.0,1,0.033305139951976745,0.02569374850322806,0.03773203057027678,True
1,1,10.0,1,0.03686796415755628,0.021545281139908647,0.023185213578111364,True
1,2,4.0,1,0.03957186877411718,0.026064846446063245,0.026961643418827674,True
1,2,6.0,1,0.034245210303084306,0.029505939136112134,0.03458341198738017,True
1,2,8.0,1,0.033305139951976745,0.02569374850322806,0.03773203057027678,True
1,2,10.0,1,0.03686796415755628,0.021545281139908647,0.023185213578111364,True
2,0,4.0,1,0.040880929563156754,0.02564003955808926,0.02392421179098641,True
2,0,6.0,1,0.034477537306447495,0.028852538446858263,0.029051205260973243,True
2,0,8.0,1,0.03339657528884089,0.025242527265986227,0.033451630199182084,True
2,0,10.0,1,0.03744301154052859,0.02095499266863423,0.0188774728280703,True
2,1,4.0,1,0.040880929563156754,0.02564003955808926,0.02392421179098641,True
2,1,6.0,1,0.034477537306447495,0.028852538446858263,0.029051205260973243,True
2,1,8.0,1,0.03339657528884089,0.025242527265986227,0.033451630199182084,True
2,1,10.0,1,0.03744301154052859,0.02095499266863423,0.0188774728280703,True
2,2,4.0,1,0.040880929563156754,0.02564003955808926,0.02392421179098641,True
2,2,6.0,1,0.034477537306447495,0.028852538446858263,0.029051205260973243,True
2,2,8.0,1,0.03339657528884089,0.025242527265986227,0.033451630199182084,True
2,2,10.0,1,0.03744301154052859,0.02095499266863423,0.0188774728280703,True
3,0,4.0,1,0.04163461110026252,0.025474511159891806,0.02261181671162075,True
3,0,6.0,1,0.034848806955097116,0.02905233993415751,0.028393923917559398,True
3,0,8.0,1,0.03404425438558607,0.025378670315009073,0.032673639146800985,True
3,0,10.0,1,0.03908354756670039,0.02228280160142021,0.021394341208297307,True
3,1,4.0,1,0.04163461110026252,0.025474511159891806,0.02261181671162075,True
3,1,6.0,1,0.034848806955097116,0.02905233993415751,0.028393923917559398,True
3,1,8.0,1,0.03404425438558607,0.025378670315009073,0.032673639146800985,True
3,1,10.0,1,0.03908354756670039,0.02228280160142021,0.021394341208297307,True
3,2,4.0,1,0.04163461110026252,0.025474511159891806,0.02261181671162075,True
3,2,6.0,1,0.034848806955097116,0.02905233993415751,0.028393923917559398,True
3,2,8.0,1,0.03404425438558607,0.025378670315009073,0.032673639146800985,True
3,2,10.0,1,0.03908354756670039,0.02228280160142021,0.021394341208297307,True
4,0,4.0,1,0.04234876358732323,0.02496102168192198,0.02195697643408374,True
4,0,6.0,1,0.03388803726435761,0.02787277579761989,0.027651571429332108,True
4,0,8.0,1,0.03407151179749283,0.025202517044765727,0.03296100389605728,True
4,0,10.0,1,0.04037848626348204,0.02231796191143097,0.02034203094038234,True
4,1,4.0,1,0.04234876358732323,0.02496102168192198,0.02195697643408374,True
4,1,6.0,1,0.03388803726435761,0.02787277579761989,0.027651571429332108,True
4,1,8.0,1,0.03407151179749283,0.025202517044765727,0.03296100389605728,True
4,1,10.0,1,0.04037848626348204,0.02231796191143097,0.02034203094038234,True
4,2,4.0,1,0.04234876358732323,0.02496102168192198,0.02195697643408374,True
