n_levels,seed,segment_count,segment_rmse_mean,segment_d1_rmse_mean,segment_d2_rmse_mean,position_error_abs_mean,amplitude_error_abs_mean,contrast_error_mean,flatline_guard_pass
1,0,33,0.03594444472112002,0.025817710937533603,0.030735812376489334,0.8333333333333334,0.03199728239666332,0.03514411520551552,True
1,1,33,0.03594444472112002,0.025817710937533603,0.030735812376489334,0.8333333333333334,0.03199728239666332,0.03514411520551552,True
1,2,33,0.03594444472112002,0.025817710937533603,0.030735812376489334,0.8333333333333334,0.03199728239666332,0.03514411520551552,True
2,0,33,0.036486726269643555,0.025284040059497036,0.026408708057414226,0.8181818181818182,0.03407192681774949,0.04665739947196209,True
2,1,33,0.036486726269643555,0.025284040059497036,0.026408708057414226,0.8181818181818182,0.03407192681774949,0.04665739947196209,True
2,2,33,0.036486726269643555,0.025284040059497036,0.026408708057414226,0.8181818181818182,0.03407192681774949,0.04665739947196209,True
3,0,33,0.03732541112170503,0.025653300727817765,0.026332839145205664,0.8181818181818182,0.03511281717907299,0.045455987198334755,True
3,1,33,0.03732541112170503,0.025653300727817765,0.026332839145205664,0.8181818181818182,0.03511281717907299,0.045455987198334755,True
3,2,33,0.03732541112170503,0.025653300727817765,0.026332839145205664,0.8181818181818182,0.03511281717907299,0.045455987198334755,True
4,0,33,0.03755704328986677,0.02517293900859177,0.025786188879641694,0.8333333333333334,0.03498476201837713,0.052640951153906906,True
4,1,33,0.03755704328986677,0.02517293900859177,0.025786188879641694,0.8333333333333334,0.03498476201837713,0.052640951153906906,True
4,2,33,0.03755704328986677,0.02517293900859177,0.025786188879641694,0.8333333333333334,0.03498476201837713,0.052640951153906906,True
5,0,33,0.03272297320137578,0.022500350296482893,0.02603172748726286,0.4393939393939394,0.03389773224339341,0.035435691250093056,True
5,1,33,0.03272297320137578,0.022500350296482893,0.02603172748726286,0.4393939393939394,0.03389773224339341,0.035435691250093056,True
5,2,33,0.03272297320137578,0.022500350296482893,0.02603172748726286,0.4393939393939394,0.03389773224339341,0.035435691250093056,True
6,0,33,0.0320243739413614,0.021976805864355152,0.02646400264712135,0.4393939393939394,0.03295587319316286,0.04054914324572592,True
6,1,33,0.0320243739413614,0.021976805864355152,0.02646400264712135,0.4393939393939394,0.03295587319316286,0.04054914324572592,True
6,2,33,0.0320243739413614,0.021976805864355152,0.02646400264712135,0.4393939393939394,0.03295587319316286,0.04054914324572592,True
7,0,33,0.031981103177112606,0.021965343315783144,0.027058275123124895,0.4393939393939394,0.033002879583474365,0.042749375556454514,True
7,1,33,0.031981103177112606,0.021965343315783144,0.027058275123124895,0.4393939393939394,0.033002879583474365,0.042749375556454514,True
7,2,33,0.031981103177112606,0.021965343315783144,0.027058275123124895,0.4393939393939394,0.033002879583474365,0.042749375556454514,True
8,0,33,0.031864826468994245,0.021966902539801835,0.02737155688115735,0.4393939393939394,0.03239115801724521,0.04437179090172955,True
8,1,33,0.031864826468994245,0.021966902539801835,0.02737155688115735,0.4393939393939394,0.03239115801724521,0.04437179090172955,True
8,2,33,0.031864826468994245,0.021966902539801835,0.02737155688115735,0.4393939393939394,0.03239115801724521,0.04437179090172955,True
