n_levels,forward_main_spacing,learned_effective_spacing,spacing_abs_delta,spacing_rel_delta,level_anchor_mean_abs_delta,forward_confidence,spacing_tolerance_rel,envelope_consistency_status,status,soft_constraint_only
1,11.5,11.652615547180176,0.15261554718017578,0.013270917146102242,0.15261554718017578,0.9475202202349895,0.2,compatible,consistent,True
2,11.5,11.657976968596131,0.15797696859613097,0.01373712770401139,0.0330500602722168,0.9475202202349895,0.2,compatible,consistent,True
3,11.5,11.668463648840486,0.16846364884048626,0.01464901294265098,0.05501397450764974,0.9475202202349895,0.2,compatible,consistent,True
4,11.5,11.69174145542405,0.19174145542405086,0.016673170036873988,0.08185148239135742,0.9475202202349895,0.2,compatible,consistent,True
5,11.5,12.015703891443312,0.5157038914433123,0.04484381664724455,0.5166654586791992,0.9475202202349895,0.2,compatible,consistent,True
6,11.5,12.02939132876509,0.5293913287650902,0.046034028588268716,0.46338605880737305,0.9475202202349895,0.2,compatible,consistent,True
7,11.5,12.060931136796817,0.5609311367968175,0.04877662059102761,0.4495950426374163,0.9475202202349895,0.2,compatible,consistent,True
8,11.5,12.076264870363065,0.5762648703630653,0.05010998872722307,0.4231901168823242,0.9475202202349895,0.2,compatible,consistent,True
