n_levels,composite_rank_score,rmse_rank,cv_rank,d1_rank,d2_rank,structure_rank,physical_rank,bic_rank,aic_rank,degeneracy_penalty,rmse_mean,cv_rmse_mean,d1_rmse_mean,d2_rmse_mean,structure_score,vr_physical_response_score,bic,aic,channel_degeneracy_status,channel_degeneracy_reasons,energy_cluster_status,effective_distinct_level_count
1,36.75,5.0,5.0,5.0,8.0,5.0,5.0,1.0,1.0,1.0,0.05684455204755068,0.05684455204755068,0.029199350625276566,0.030122282914817333,0.03914093206240317,0.2521160487237015,-3413.8192516207237,-3574.6564057604805,degenerate,['top_heavy'],separated,1
2,41.5,6.0,6.0,6.0,6.0,6.0,6.0,2.0,4.0,0.0,0.05761238466948271,0.05761238466948271,0.0294608473777771,0.028424959164112806,0.03954330443674154,0.27597332872995517,-3383.813750152764,-3553.5863017447296,balanced,[],separated,2
3,53.25,7.0,7.0,8.0,7.0,7.0,8.0,4.0,7.0,0.0,0.05855986848473549,0.05855986848473549,0.030020464211702347,0.028538059908896685,0.04041739797739092,0.3053436822038356,-3351.8566943268115,-3530.564643370986,balanced,[],separated,3
4,57.0,8.0,8.0,7.0,5.0,8.0,7.0,7.0,8.0,1.0,0.05901890806853771,0.05901890806853771,0.029683454427868128,0.028156980872154236,0.04059006096831878,0.27919373982320955,-3330.2928816181925,-3517.9362281145754,degenerate,['low_weight'],separated,4
5,23.0,2.0,2.0,4.0,4.0,4.0,1.0,3.0,2.0,1.0,0.056799283251166344,0.056799283251166344,0.028925866819918156,0.028026625514030457,0.03549364278076932,0.1525806423609819,-3361.7952706421065,-3558.374014590698,degenerate,['low_weight'],separated,5
6,21.25,1.0,1.0,3.0,3.0,3.0,2.0,5.0,3.0,1.0,0.05674401856958866,0.05674401856958866,0.028608345426619053,0.027865083422511816,0.03475133458073935,0.19157786921757022,-3350.429366300642,-3555.9435077014423,degenerate,['low_weight'],separated,6
7,25.0,3.0,3.0,2.0,2.0,2.0,3.0,6.0,5.0,1.0,0.05680923070758581,0.05680923070758581,0.028484621550887823,0.027849139645695686,0.03471880301115342,0.20738890137129684,-3336.564135358422,-3551.013674211431,degenerate,['low_weight'],separated,7
8,27.25,4.0,4.0,1.0,1.0,1.0,4.0,8.0,6.0,1.0,0.05681383889168501,0.05681383889168501,0.028338163159787655,0.027691814117133617,0.03460894786059758,0.2119512577367023,-3324.648813776222,-3548.03375008144,degenerate,['low_weight'],separated,8
