source,bootstrap_noise_std,bootstrap_noise_min,bootstrap_noise_max,original_current_std,prediction_residual_std
old_sublevel_outputs,0.7237786142757527,-1.421422360248447,1.5069937888198761,0.757117056506583,
output,0.07944132053812393,-0.23595689982175827,0.2789599895477297,0.757117056506583,0.08032634434767792
