epoch,loss_total,loss_monitor,loss_raw,loss_d1,loss_d2,loss_peak_window,loss_smooth,loss_vr_late_bias,loss_vr_amplitude_ratio,loss_high_vr_valley_depth,loss_reg,best_epoch,early_stop_wait,early_stop
740,0.018395323306322098,0.027038823813199997,0.01159217394888401,0.0019729663617908955,0.0012319089146330953,0.010218995623290539,0.0002501614799257368,0.00819909106940031,0.030332595109939575,0.003996200859546661,0.004099783953279257,740,0,False
750,0.01825837418437004,0.026827452704310417,0.011470159515738487,0.0019581294618546963,0.001219438505358994,0.010101054795086384,0.00024851461057551205,0.00796666368842125,0.030569007620215416,0.003910520114004612,0.0041001164354383945,750,0,False
760,0.018128380179405212,0.026615653187036514,0.011359907686710358,0.0019455722067505121,0.0012091712560504675,0.009999265894293785,0.00024680764181539416,0.007717541418969631,0.03051118552684784,0.003927587531507015,0.0041004871018230915,760,0,False
770,0.01798546500504017,0.02638520672917366,0.01123453862965107,0.0019337305566295981,0.001199718564748764,0.009880131110548973,0.0002452314074616879,0.007448424585163593,0.030653545632958412,0.0038563236594200134,0.0041024875827133656,770,0,False
780,0.017854468896985054,0.02617538906633854,0.011120296083390713,0.001924622803926468,0.0011916407383978367,0.009779185056686401,0.0002438474039081484,0.007206950336694717,0.030672162771224976,0.003835989162325859,0.004104476887732744,780,0,False
790,0.017718495801091194,0.025960955768823624,0.011000513099133968,0.0019134797621518373,0.0011831525480374694,0.009668195620179176,0.0002422716497676447,0.006955687887966633,0.03075500763952732,0.0038104422856122255,0.004106057342141867,790,0,False
800,0.017579983919858932,0.025735940784215927,0.010880330577492714,0.0019023859640583396,0.0011755868326872587,0.009552237577736378,0.00024063713499344885,0.006724406033754349,0.030819574370980263,0.003739510430023074,0.004108532797545195,800,0,False
810,0.017459290102124214,0.02553802914917469,0.010772941634058952,0.0018953524995595217,0.001170394942164421,0.009454942308366299,0.00023990788031369448,0.006475131027400494,0.0309260543435812,0.003682470414787531,0.004112535621970892,810,0,False
820,0.017343271523714066,0.02535020001232624,0.010673342272639275,0.0018867738544940948,0.001165029825642705,0.009362716227769852,0.00023879206855781376,0.00627297256141901,0.030903548002243042,0.0036655187141150236,0.0041139558888971806,820,0,False
830,0.017218438908457756,0.025154296308755875,0.010562158189713955,0.0018794604111462831,0.001161148538812995,0.009260634891688824,0.00023726688232272863,0.0060462974943220615,0.03106851503252983,0.003593039931729436,0.004115669522434473,830,0,False
840,0.017110228538513184,0.024977535009384155,0.010468351654708385,0.0018719295039772987,0.0011572324438020587,0.009175519458949566,0.00023612492077518255,0.0058500138111412525,0.031062662601470947,0.0035672704689204693,0.004118090495467186,840,0,False
850,0.01699548400938511,0.024793904274702072,0.010367481969296932,0.001866714796051383,0.0011550358030945063,0.00908453669399023,0.0002352136216359213,0.005631255451589823,0.031109580770134926,0.0035394751466810703,0.004120290745049715,850,0,False
860,0.016889354214072227,0.024613751098513603,0.01027391292154789,0.0018599895993247628,0.0011522136628627777,0.008996991440653801,0.00023460965894628316,0.005445460323244333,0.031133189797401428,0.0034625916741788387,0.004126161802560091,860,0,False
870,0.016782987862825394,0.024441856890916824,0.010181451216340065,0.0018557747825980186,0.0011508414754644036,0.008914964273571968,0.00023362855426967144,0.0052358112297952175,0.03113039955496788,0.0034544900991022587,0.004128005355596542,870,0,False
880,0.016683220863342285,0.024279238656163216,0.010091561824083328,0.0018505603075027466,0.0011497013038024306,0.008831094950437546,0.00023284686903934926,0.005060143303126097,0.03124495968222618,0.0033705439418554306,0.004132552072405815,880,0,False
890,0.01658441871404648,0.024120615795254707,0.0100028645247221,0.0018461240688338876,0.0011492971098050475,0.008749782107770443,0.0002321232168469578,0.0048786187544465065,0.03133983165025711,0.0033129167277365923,0.004136068746447563,890,0,False
900,0.016490548849105835,0.023969575762748718,0.009921981021761894,0.0018424370791763067,0.0011494930367916822,0.008680014871060848,0.00023123741266317666,0.004713732283562422,0.0312383733689785,0.003334405366331339,0.004138174466788769,900,0,False
910,0.016395682469010353,0.023804306983947754,0.009838152676820755,0.0018396133091300726,0.0011507937451824546,0.008602596819400787,0.00023094043717719615,0.00452676834538579,0.031286343932151794,0.003245019819587469,0.0041443416848778725,910,0,False
920,0.016311058774590492,0.02367647923529148,0.009758885018527508,0.001835693372413516,0.0011522287968546152,0.008531862869858742,0.0002301827335031703,0.0043657743372023106,0.03145236521959305,0.003199587343260646,0.0041473000310361385,920,0,False
930,0.016224533319473267,0.023541277274489403,0.00967863854020834,0.0018321980023756623,0.001153932185843587,0.00846157781779766,0.0002295808808412403,0.004192552994936705,0.03157417103648186,0.003159907180815935,0.004151190631091595,930,0,False
940,0.016149412840604782,0.0234341062605381,0.00960717536509037,0.0018283904064446688,0.001156023470684886,0.008400519378483295,0.0002288034447701648,0.004062048625200987,0.03166145086288452,0.0031665388960391283,0.004153863992542028,940,0,False
950,0.016069546341896057,0.02330068312585354,0.009534874930977821,0.0018268643179908395,0.0011585485190153122,0.008338364772498608,0.000228544493438676,0.003885846585035324,0.0317220613360405,0.0031229956075549126,0.004158519208431244,950,0,False
960,0.015990108251571655,0.023170074447989464,0.009463215246796608,0.00182418804615736,0.001161613268777728,0.00827266089618206,0.0002282064378960058,0.0037667453289031982,0.03170625865459442,0.003078088629990816,0.004164135083556175,960,0,False
970,0.01591556891798973,0.02304474450647831,0.009395018219947815,0.0018227100372314453,0.001165352063253522,0.008212766610085964,0.0002281499037053436,0.003611483843997121,0.03174359351396561,0.0030355777125805616,0.004169834312051535,970,0,False
980,0.01584642380475998,0.022943520918488503,0.009330635890364647,0.0018207760294899344,0.0011690091341733932,0.008159762248396873,0.00022739505220670253,0.0034892738331109285,0.03176720440387726,0.003052424406632781,0.004172254353761673,980,0,False
990,0.015776803717017174,0.022828834131360054,0.00926895346492529,0.0018192504066973925,0.001172885880805552,0.008106386289000511,0.00022688359604217112,0.003368557197973132,0.03176232427358627,0.0030169393867254257,0.0041757263243198395,990,0,False
1000,0.015707893297076225,0.022713055834174156,0.009205212816596031,0.001818325137719512,0.001177372643724084,0.008048754185438156,0.00022677383094560355,0.0032452703453600407,0.03179856762290001,0.0029587207827717066,0.004182090517133474,1000,0,False
1010,0.015645330771803856,0.022612314671278,0.009149409830570221,0.0018183838110417128,0.0011818984057754278,0.008001415058970451,0.0002260781329823658,0.0031290508341044188,0.03182153031229973,0.002929405542090535,0.00418451614677906,1010,0,False
1020,0.015579449012875557,0.022507352754473686,0.009086540900170803,0.0018154835561290383,0.0011847906280308962,0.00794865284115076,0.00022613632609136403,0.0030151554383337498,0.03178677335381508,0.002933412091806531,0.004191488027572632,1020,0,False
1030,0.015521662309765816,0.02240931987762451,0.009034949354827404,0.0018168032402172685,0.0011909138411283493,0.0079016899690032,0.00022591231390833855,0.00291647482663393,0.0318109467625618,0.0028727662283927202,0.004195493645966053,1030,0,False
1040,0.015459406189620495,0.022313088178634644,0.008975987322628498,0.001814856193959713,0.0011948844185099006,0.007850986905395985,0.0002254356222692877,0.002812272636219859,0.031848788261413574,0.002851997734978795,0.004200158640742302,1040,0,False
1050,0.015404010191559792,0.022214313969016075,0.00892542488873005,0.0018163470085710287,0.0012014091480523348,0.007807734422385693,0.00022580265067517757,0.0027056632097810507,0.03180410712957382,0.002813001861795783,0.004206985235214233,1050,0,False
1060,0.01534615084528923,0.022125784307718277,0.00886896438896656,0.0018149884417653084,0.0012077268911525607,0.007757487706840038,0.00022547694970853627,0.0026122198905795813,0.03189869970083237,0.0027671486604958773,0.004212239757180214,1060,0,False
1070,0.015294214710593224,0.022051136940717697,0.008820941671729088,0.0018161420011892915,0.0012139537138864398,0.0077207968570292,0.00022503356740344316,0.0025184776168316603,0.0318719781935215,0.0028019999153912067,0.004213821608573198,1070,0,False
1080,0.01524029765278101,0.021956346929073334,0.008770541287958622,0.0018170943949371576,0.0012204439844936132,0.007674557156860828,0.00022552371956408024,0.0024250238202512264,0.03191426396369934,0.002723295008763671,0.004220602102577686,1080,0,False
1090,0.015192017890512943,0.021893447265028954,0.008724075742065907,0.0018171891570091248,0.001226504216901958,0.007635493762791157,0.0002245901123387739,0.002357159275561571,0.032000832259655,0.002720457036048174,0.004221214912831783,1090,0,False
1100,0.015142206102609634,0.021816696971654892,0.00867712777107954,0.0018185209482908249,0.001233736053109169,0.007597324438393116,0.0002245995419798419,0.0022746280301362276,0.03199123591184616,0.0027155294083058834,0.004225187003612518,1100,0,False
1110,0.015094643458724022,0.021741630509495735,0.008631947450339794,0.0018201509956270456,0.0012415664969012141,0.007556181401014328,0.0002246949588879943,0.0022031553089618683,0.03204674273729324,0.0026672077365219593,0.004229412414133549,1110,0,False
1120,0.01504539418965578,0.021671418100595474,0.008583834394812584,0.0018213553121313453,0.0012486465275287628,0.007520824670791626,0.00022459735919255763,0.002108462620526552,0.03207627311348915,0.0026814762968569994,0.004232665523886681,1120,0,False
1130,0.014998985454440117,0.021598484367132187,0.008539056405425072,0.0018233133014291525,0.00125739979557693,0.007477944251149893,0.00022459386673290282,0.0020481518004089594,0.03217068314552307,0.002608723007142544,0.004237212706357241,1130,0,False
1140,0.014955911785364151,0.021538348868489265,0.008495920337736607,0.00182578363455832,0.0012644183589145541,0.007441149093210697,0.00022440546308644116,0.0019793265964835882,0.03228393942117691,0.0025750058703124523,0.004240226931869984,1140,0,False
1150,0.014912014827132225,0.02148738130927086,0.008450162597000599,0.0018268597777932882,0.00127161736600101,0.0074087269604206085,0.00022440616157837212,0.0019060171907767653,0.032251518219709396,0.00266476534307003,0.004243337083607912,1150,0,False
1160,0.014868305996060371,0.021420661360025406,0.008410164155066013,0.0018306702841073275,0.0012790553737431765,0.007371076382696629,0.0002239905734313652,0.0018525045597925782,0.0323256216943264,0.002604738576337695,0.0042451173067092896,1160,0,False
1170,0.014825236052274704,0.021361833438277245,0.008366184309124947,0.0018335176864638925,0.0012876486871391535,0.007335121743381023,0.00022399744193535298,0.0017835733015090227,0.03242889791727066,0.002580336993560195,0.004248708952218294,1170,0,False
1180,0.014783600345253944,0.021309051662683487,0.008322389796376228,0.001836098381318152,0.0012968287337571383,0.007296966854482889,0.0002238492452306673,0.0017309660324826837,0.032514117658138275,0.002574492944404483,0.004252680577337742,1180,0,False
1190,0.01473862025886774,0.02125108800828457,0.00827711634337902,0.0018383419374004006,0.0013033838476985693,0.007258655037730932,0.00022359390277415514,0.0016730641946196556,0.032648779451847076,0.002541939029470086,0.004254702478647232,1190,0,False
1200,0.014697550795972347,0.02120387926697731,0.008233093656599522,0.0018422693246975541,0.0013106765691190958,0.007223467342555523,0.00022328330669552088,0.0016060940688475966,0.032793737947940826,0.002541179535910487,0.004257095046341419,1200,0,False
1210,0.014656098559498787,0.02115880884230137,0.008188894018530846,0.001844288082793355,0.0013179914094507694,0.0071836551651358604,0.00022264357539825141,0.0015728076687082648,0.03293776139616966,0.0025279319379478693,0.004259168636053801,1210,0,False
1220,0.014613276347517967,0.021113624796271324,0.008145404979586601,0.0018485139589756727,0.0013270268682390451,0.007149143610149622,0.00022179777442943305,0.001518340315669775,0.03308243304491043,0.002531591337174177,0.004258421715348959,1220,0,False
1230,0.014569645747542381,0.02107008546590805,0.00809651892632246,0.0018505386542528868,0.0013345555635169148,0.00710780406370759,0.00022135479957796633,0.0014665696071460843,0.033303339034318924,0.0025187532883137465,0.004260763060301542,1229,0,False
