n_levels,seed,curve_id,vr_class,segment_count,segment_rmse_mean,segment_d1_rmse_mean,segment_d2_rmse_mean,position_error_abs_mean,amplitude_error_abs_mean,target_oscillation_range,pred_oscillation_range,oscillation_ratio,flatline_guard_pass
3,2,4,8.0,8,0.056348173895122707,0.04847922282357458,0.0558717043811808,1.375,0.0626879334449768,2.2760000228881836,2.2603442668914795,0.9931213726541016,True
3,2,5,10.0,8,0.07127437096125866,0.05530309857687628,0.04405315393175269,0.5625,0.057684525847435,1.9759999513626099,1.9094895124435425,0.9663408701638868,True
4,0,1,0.0,7,0.06467449306395351,0.046470124138747834,0.03154451352984875,1.2857142857142858,0.06456484113420759,2.8450000286102295,2.8089277893304825,0.9873208299061536,True
4,0,2,4.0,8,0.03625918747783871,0.029720164072861023,0.03375667546990545,0.1875,0.03888494521379471,2.609999895095825,2.5388964861631393,0.9727573134902079,True
4,0,3,6.0,9,0.04589174989459523,0.03359523833910014,0.0391871094294087,1.2222222222222223,0.047366605864630804,2.499000072479248,2.4766345024108887,0.99105019230905,True
4,0,4,8.0,8,0.0388379281934529,0.03223715103759309,0.046054737427556544,0.125,0.043079763650894165,2.2760000228881836,2.24072265625,0.9845002784343484,True
4,0,5,10.0,8,0.06508532848317419,0.042665917160281744,0.03508097066777558,0.375,0.043912123888731,1.9759999513626099,1.9045724868774414,0.9638524968404409,True
4,1,1,0.0,7,0.06467449306395351,0.046470124138747834,0.03154451352984875,1.2857142857142858,0.06456484113420759,2.8450000286102295,2.8089277893304825,0.9873208299061536,True
4,1,2,4.0,8,0.03625918747783871,0.029720164072861023,0.03375667546990545,0.1875,0.03888494521379471,2.609999895095825,2.5388964861631393,0.9727573134902079,True
4,1,3,6.0,9,0.04589174989459523,0.03359523833910014,0.0391871094294087,1.2222222222222223,0.047366605864630804,2.499000072479248,2.4766345024108887,0.99105019230905,True
4,1,4,8.0,8,0.0388379281934529,0.03223715103759309,0.046054737427556544,0.125,0.043079763650894165,2.2760000228881836,2.24072265625,0.9845002784343484,True
4,1,5,10.0,8,0.06508532848317419,0.042665917160281744,0.03508097066777558,0.375,0.043912123888731,1.9759999513626099,1.9045724868774414,0.9638524968404409,True
4,2,1,0.0,7,0.06467449306395351,0.046470124138747834,0.03154451352984875,1.2857142857142858,0.06456484113420759,2.8450000286102295,2.8089277893304825,0.9873208299061536,True
4,2,2,4.0,8,0.03625918747783871,0.029720164072861023,0.03375667546990545,0.1875,0.03888494521379471,2.609999895095825,2.5388964861631393,0.9727573134902079,True
4,2,3,6.0,9,0.04589174989459523,0.03359523833910014,0.0391871094294087,1.2222222222222223,0.047366605864630804,2.499000072479248,2.4766345024108887,0.99105019230905,True
4,2,4,8.0,8,0.0388379281934529,0.03223715103759309,0.046054737427556544,0.125,0.043079763650894165,2.2760000228881836,2.24072265625,0.9845002784343484,True
4,2,5,10.0,8,0.06508532848317419,0.042665917160281744,0.03508097066777558,0.375,0.043912123888731,1.9759999513626099,1.9045724868774414,0.9638524968404409,True
5,0,1,0.0,7,0.06389350776359524,0.04522893052780304,0.03091519281672261,1.2857142857142858,0.06433595929827009,2.8450000286102295,2.807856649160385,0.9869443307288862,True
5,0,2,4.0,8,0.03756989510784439,0.030818266480593534,0.03510783130126506,0.1875,0.03836299479007721,2.609999895095825,2.5426192209124565,0.9741836487005319,True
5,0,3,6.0,9,0.047487224819336926,0.03521995483461163,0.04147872946963392,1.2222222222222223,0.04703990618387858,2.499000072479248,2.4813711643218994,0.9929456151876542,True
5,0,4,8.0,8,0.0418026119460865,0.03303517933634134,0.04474349921841309,0.125,0.0442119836807251,2.2760000228881836,2.257776975631714,0.9919933888079029,True
5,0,5,10.0,8,0.06624846991134807,0.0441599445023569,0.033250852941318104,0.375,0.04097933694720268,1.9759999513626099,1.9177680015563965,0.9705303890488166,True
5,1,1,0.0,7,0.06389350776359524,0.04522893052780304,0.03091519281672261,1.2857142857142858,0.06433595929827009,2.8450000286102295,2.807856649160385,0.9869443307288862,True
5,1,2,4.0,8,0.03756989510784439,0.030818266480593534,0.03510783130126506,0.1875,0.03836299479007721,2.609999895095825,2.5426192209124565,0.9741836487005319,True
5,1,3,6.0,9,0.047487224819336926,0.03521995483461163,0.04147872946963392,1.2222222222222223,0.04703990618387858,2.499000072479248,2.4813711643218994,0.9929456151876542,True
5,1,4,8.0,8,0.0418026119460865,0.03303517933634134,0.04474349921841309,0.125,0.0442119836807251,2.2760000228881836,2.257776975631714,0.9919933888079029,True
5,1,5,10.0,8,0.06624846991134807,0.0441599445023569,0.033250852941318104,0.375,0.04097933694720268,1.9759999513626099,1.9177680015563965,0.9705303890488166,True
5,2,1,0.0,7,0.06389350776359524,0.04522893052780304,0.03091519281672261,1.2857142857142858,0.06433595929827009,2.8450000286102295,2.807856649160385,0.9869443307288862,True
5,2,2,4.0,8,0.03756989510784439,0.030818266480593534,0.03510783130126506,0.1875,0.03836299479007721,2.609999895095825,2.5426192209124565,0.9741836487005319,True
5,2,3,6.0,9,0.047487224819336926,0.03521995483461163,0.04147872946963392,1.2222222222222223,0.04703990618387858,2.499000072479248,2.4813711643218994,0.9929456151876542,True
5,2,4,8.0,8,0.0418026119460865,0.03303517933634134,0.04474349921841309,0.125,0.0442119836807251,2.2760000228881836,2.257776975631714,0.9919933888079029,True
5,2,5,10.0,8,0.06624846991134807,0.0441599445023569,0.033250852941318104,0.375,0.04097933694720268,1.9759999513626099,1.9177680015563965,0.9705303890488166,True
6,0,1,0.0,7,0.06453605522565975,0.04552106747347746,0.0307242365350832,1.2857142857142858,0.0653144461768014,2.8450000286102295,2.8111881017684937,0.9881153158166214,True
6,0,2,4.0,8,0.037410945047875496,0.030307548153464783,0.034150917349548615,0.1875,0.03908152133226395,2.609999895095825,2.5467871874570847,0.9757805708124675,True
6,0,3,6.0,9,0.04723167012737033,0.034564313615127094,0.041146746538770006,1.2222222222222223,0.047482960753970675,2.499000072479248,2.4851081371307373,0.9944410024227296,True
6,0,4,8.0,8,0.040442629499664734,0.03145965150095529,0.04468673053557438,0.125,0.042365662753582,2.2760000228881836,2.256181240081787,0.9912922747772002,True
6,0,5,10.0,8,0.06466828721110598,0.042187794533772145,0.03159070192862569,0.375,0.041103389114141464,1.9759999513626099,1.9192602634429932,0.9712855823298527,True
6,1,1,0.0,7,0.06453605522565975,0.04552106747347746,0.0307242365350832,1.2857142857142858,0.0653144461768014,2.8450000286102295,2.8111881017684937,0.9881153158166214,True
6,1,2,4.0,8,0.037410945047875496,0.030307548153464783,0.034150917349548615,0.1875,0.03908152133226395,2.609999895095825,2.5467871874570847,0.9757805708124675,True
6,1,3,6.0,9,0.04723167012737033,0.034564313615127094,0.041146746538770006,1.2222222222222223,0.047482960753970675,2.499000072479248,2.4851081371307373,0.9944410024227296,True
6,1,4,8.0,8,0.040442629499664734,0.03145965150095529,0.04468673053557438,0.125,0.042365662753582,2.2760000228881836,2.256181240081787,0.9912922747772002,True
6,1,5,10.0,8,0.06466828721110598,0.042187794533772145,0.03159070192862569,0.375,0.041103389114141464,1.9759999513626099,1.9192602634429932,0.9712855823298527,True
6,2,1,0.0,7,0.06453605522565975,0.04552106747347746,0.0307242365350832,1.2857142857142858,0.0653144461768014,2.8450000286102295,2.8111881017684937,0.9881153158166214,True
6,2,2,4.0,8,0.037410945047875496,0.030307548153464783,0.034150917349548615,0.1875,0.03908152133226395,2.609999895095825,2.5467871874570847,0.9757805708124675,True
6,2,3,6.0,9,0.04723167012737033,0.034564313615127094,0.041146746538770006,1.2222222222222223,0.047482960753970675,2.499000072479248,2.4851081371307373,0.9944410024227296,True
6,2,4,8.0,8,0.040442629499664734,0.03145965150095529,0.04468673053557438,0.125,0.042365662753582,2.2760000228881836,2.256181240081787,0.9912922747772002,True
6,2,5,10.0,8,0.06466828721110598,0.042187794533772145,0.03159070192862569,0.375,0.041103389114141464,1.9759999513626099,1.9192602634429932,0.9712855823298527,True
7,0,1,0.0,7,0.0640294631589324,0.0455591903649964,0.03015069920231816,1.2857142857142858,0.06485184601375035,2.8450000286102295,2.81014347076416,0.9877481344479646,True
7,0,2,4.0,8,0.036434928336615616,0.02970998090698329,0.03395868254792077,0.1875,0.037397123873233795,2.609999895095825,2.5436242148280144,0.974568703856069,True
7,0,3,6.0,9,0.04708371631548729,0.03415179713219351,0.04149899538067857,1.2222222222222223,0.047665039698282875,2.499000072479248,2.482337713241577,0.9933323894540186,True
7,0,4,8.0,8,0.04001011606997359,0.03050118477446266,0.04372290755060945,0.125,0.04172186553478241,2.2760000228881836,2.2523348331451416,0.9896022893211524,True
7,0,5,10.0,8,0.06520656497667382,0.04245337325368051,0.03361051978251993,0.375,0.04100984334945679,1.9759999513626099,1.9140691757202148,0.9686585135795733,True
7,1,1,0.0,7,0.0640294631589324,0.0455591903649964,0.03015069920231816,1.2857142857142858,0.06485184601375035,2.8450000286102295,2.81014347076416,0.9877481344479646,True
7,1,2,4.0,8,0.036434928336615616,0.02970998090698329,0.03395868254792077,0.1875,0.037397123873233795,2.609999895095825,2.5436242148280144,0.974568703856069,True
7,1,3,6.0,9,0.04708371631548729,0.03415179713219351,0.04149899538067857,1.2222222222222223,0.047665039698282875,2.499000072479248,2.482337713241577,0.9933323894540186,True
7,1,4,8.0,8,0.04001011606997359,0.03050118477446266,0.04372290755060945,0.125,0.04172186553478241,2.2760000228881836,2.2523348331451416,0.9896022893211524,True
7,1,5,10.0,8,0.06520656497667382,0.04245337325368051,0.03361051978251993,0.375,0.04100984334945679,1.9759999513626099,1.9140691757202148,0.9686585135795733,True
7,2,1,0.0,7,0.0640294631589324,0.0455591903649964,0.03015069920231816,1.2857142857142858,0.06485184601375035,2.8450000286102295,2.81014347076416,0.9877481344479646,True
