n_levels,composite_rank_score,rmse_rank,cv_rank,d1_rank,d2_rank,structure_rank,physical_rank,bic_rank,aic_rank,degeneracy_penalty,rmse_mean,cv_rmse_mean,d1_rmse_mean,d2_rmse_mean,structure_score,vr_physical_response_score,bic,aic,channel_degeneracy_status,channel_degeneracy_reasons,energy_cluster_status,effective_distinct_level_count
1,50.75,6.0,6.0,8.0,8.0,7.0,8.0,2.0,6.0,1.0,0.0802049107849598,0.0802049107849598,0.045261353999376294,0.047302660346031186,0.06717091221033285,0.652343023840974,-3747.874564814343,-3930.817413633667,degenerate,['top_heavy'],separated,1
2,49.0,7.0,7.0,6.0,7.0,6.0,7.0,4.0,7.0,0.0,0.08045758679509163,0.08045758679509163,0.044964903593063356,0.044682185351848605,0.06661906352163734,0.5962178292797833,-3732.161888257134,-3924.486421631295,balanced,[],separated,2
3,56.0,8.0,8.0,7.0,6.0,8.0,6.0,7.0,8.0,0.0,0.08121413961052895,0.08121413961052895,0.04506857842206955,0.04278423264622688,0.06754207067285983,0.5910340593597754,-3708.634911484118,-3910.3411294131165,balanced,[],separated,3
4,15.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,0.07735223770141601,0.07735223770141601,0.039888042211532596,0.036562877148389815,0.05408807084788927,0.31058648858613114,-3759.7109890287825,-3970.798891512618,degenerate,['low_weight'],separated,4
5,32.25,5.0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,0.0,0.07787786424160004,0.07787786424160004,0.04047573879361153,0.03700930774211884,0.05548167410175279,0.34216887824903663,-3739.788348979717,-3960.2579360183895,balanced,[],separated,5
6,30.5,4.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,1.0,0.07769512236118317,0.07769512236118317,0.039976827800273895,0.035973374545574185,0.054813132002320325,0.3575926958545437,-3728.3934614346526,-3958.244733028162,degenerate,['low_weight'],separated,6
7,26.75,3.0,3.0,2.0,2.0,3.0,5.0,6.0,4.0,0.0,0.07764768376946449,0.07764768376946449,0.039577231556177137,0.035408980771899225,0.05448574751196009,0.3617147895378795,-3716.2271915672577,-3955.4601477156043,balanced,[],separated,7
8,21.75,2.0,2.0,1.0,1.0,1.0,4.0,8.0,5.0,0.0,0.0774084359407425,0.0774084359407425,0.03923531770706177,0.035076579079031944,0.053904369617257177,0.36129372512421953,-3706.6417272658027,-3955.2563679689865,balanced,[],separated,8
