n_levels,seed,rmse_mean,mae_mean,d1_rmse_mean,d2_rmse_mean,aic,bic,structure_score,vr_physical_response_score,vr_late_bias_pass,high_vr_valley_depth_pass,flatline_guard_pass,segment_rmse_mean,segment_d1_rmse_mean,segment_d2_rmse_mean,structure_segment_count,n_params,sse_total,n_points,energy_cluster_status,cluster_count,effective_distinct_level_count,channel_degeneracy_status,channel_degeneracy_reasons,scorecard_path,V_exc,V_exc_weighted,effective_excitation_mean,effective_excitation_std,damping,osc_amp,phase,forward_reverse_status,level_energy_01,seed_count,rmse_seed_mean,rmse_seed_std,rmse_seed_iqr,cv_rmse_mean,level_energy_02,level_energy_03,level_energy_04,level_energy_05,level_energy_06,level_energy_07,level_energy_08
1,0,0.0802049107849598,0.06321413666009904,0.045261353999376294,0.047302660346031186,-3930.817413633667,-3747.874564814343,0.06717091221033285,0.652343023840974,True,True,True,0.06109369973407179,0.04989960044182895,0.0543626216039079,40,39,5.534188091754913,805,separated,0,1,degenerate,['top_heavy'],output/main/fullscan/levels/L01/seeds/seed_000/full/scorecard.json,11.656540870666504,11.656540870666504,11.656540870666504,0.0,0.004157447721809149,0.46753090620040894,-1.5747952461242676,consistent,11.656540870666504,3,0.0802049107849598,0.0,0.0,0.0802049107849598,,,,,,,
2,0,0.08045758679509163,0.06351301670074463,0.044964903593063356,0.044682185351848605,-3924.486421631295,-3732.161888257134,0.06661906352163734,0.5962178292797833,True,True,True,0.060795334843566876,0.048374173869202654,0.049315564557509545,40,41,5.550236344337463,805,separated,0,2,balanced,[],output/main/fullscan/levels/L02/seeds/seed_000/full/scorecard.json,11.54991340637207,11.673199987984276,11.673199987984276,0.13126314347826715,0.0037731218617409468,0.4753774404525757,-1.500640869140625,consistent,11.54991340637207,3,0.08045758679509163,0.0,0.0,0.08045758679509163,11.812955856323242,,,,,,
3,0,0.08121413961052895,0.06403757184743882,0.04506857842206955,0.04278423264622688,-3910.3411294131165,-3708.634911484118,0.06754207067285983,0.5910340593597754,True,True,True,0.061837726606511045,0.047860462622614466,0.04591489020436662,40,43,5.620627760887146,805,separated,0,3,balanced,[],output/main/fullscan/levels/L03/seeds/seed_000/full/scorecard.json,11.43773078918457,11.670889811362713,11.670889811362713,0.16845748998595694,0.0035805299412459135,0.47976332902908325,-1.4941034317016602,consistent,11.43773078918457,3,0.08121413961052895,0.0,0.0,0.08121413961052895,11.680306434631348,11.913692474365234,,,,,
4,0,0.07735223770141601,0.05793031752109527,0.039888042211532596,0.036562877148389815,-3970.798891512618,-3759.7109890287825,0.05408807084788927,0.31058648858613114,True,True,True,0.049680168843368955,0.03661584680472558,0.037315866202388005,40,45,5.18812108039856,805,separated,0,4,degenerate,['low_weight'],output/main/fullscan/levels/L04/seeds/seed_000/full/scorecard.json,11.500251770019531,12.079266936845741,12.079266936845741,0.8670398160120402,0.00486446637660265,0.596869945526123,-1.7662239074707031,consistent,11.500251770019531,3,0.07735223770141601,0.0,0.0,0.07735223770141601,11.739255905151367,12.59369945526123,13.96471881866455,,,,
5,0,0.07787786424160004,0.058553989976644516,0.04047573879361153,0.03700930774211884,-3960.2579360183895,-3739.788348979717,0.05548167410175279,0.34216887824903663,True,True,True,0.05099018483603577,0.037442230744011505,0.03736330956579333,40,47,5.230448424816132,805,separated,0,5,balanced,[],output/main/fullscan/levels/L05/seeds/seed_000/full/scorecard.json,11.421494483947754,12.088947123994146,12.088947123994146,0.8721900845547633,0.004755028057843447,0.5990767478942871,-1.7013978958129883,consistent,11.421494483947754,3,0.07787786424160004,0.0,0.0,0.07787786424160004,11.657149314880371,11.965134620666504,12.789433479309082,14.004013061523438,,,
6,0,0.07769512236118317,0.05837233662605286,0.039976827800273895,0.035973374545574185,-3958.244733028162,-3728.3934614346526,0.054813132002320325,0.3575926958545437,True,True,True,0.05042530779487801,0.03653415620890059,0.03672042932761255,40,49,5.217555224895477,805,separated,0,6,degenerate,['low_weight'],output/main/fullscan/levels/L06/seeds/seed_000/full/scorecard.json,11.423484802246094,12.134398767880658,12.134398767880658,0.8881762382237649,0.0046169934794306755,0.6060572862625122,-1.5999712944030762,consistent,11.423484802246094,3,0.07769512236118317,0.0,0.0,0.07769512236118317,11.667083740234375,11.945052146911621,12.554814338684082,13.225317001342773,14.115854263305664,,
7,0,0.07764768376946449,0.05832362920045853,0.039577231556177137,0.035408980771899225,-3955.4601477156043,-3716.2271915672577,0.05448574751196009,0.3617147895378795,True,True,True,0.050129314100450406,0.03618992045564321,0.036872068297268384,40,51,5.209683537483215,805,separated,0,7,balanced,[],output/main/fullscan/levels/L07/seeds/seed_000/full/scorecard.json,11.400716781616211,12.161360506080818,12.161360506080818,0.9099714739986632,0.004525437485426664,0.6100188493728638,-1.5797171592712402,consistent,11.400716781616211,3,0.07764768376946449,0.0,0.0,0.07764768376946449,11.658822059631348,11.927383422851562,12.442694664001465,12.963241577148438,13.634084701538086,14.242087364196777,
8,0,0.0774084359407425,0.05821045190095901,0.03923531770706177,0.035076579079031944,-3955.2563679689865,-3706.6417272658027,0.053904369617257177,0.36129372512421953,True,True,True,0.049595734202802555,0.035801807224616435,0.036422734599649065,40,53,5.185173541307449,805,separated,0,8,balanced,[],output/main/fullscan/levels/L08/seeds/seed_000/full/scorecard.json,11.372969627380371,12.189008302717802,12.189008302717802,0.9269530959135001,0.004453191999346018,0.6128859519958496,-1.5370993614196777,consistent,11.372969627380371,3,0.0774084359407425,0.0,0.0,0.0774084359407425,11.657491683959961,11.911232948303223,12.34306526184082,12.80080795288086,13.310079574584961,13.856565475463867,14.378629684448242

